Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1559.775486
FDW14,OUT017,1336.804148
NCN55,OUT010,594.4377445
FDQ58,OUT017,2557.56876
FDY38,OUT027,6218.93942
FDH56,OUT046,1885.699864
FDL48,OUT018,591.0520709
FDC48,OUT027,2414.354983
FDN33,OUT045,1514.512469
FDA36,OUT017,3079.310726
FDT44,OUT017,1946.024646
FDQ56,OUT045,1405.226057
NCC54,OUT019,472.6123781
FDU11,OUT049,2119.796224
DRL59,OUT013,756.0869081
FDM24,OUT049,2499.741676
FDI57,OUT045,3149.213502
DRC12,OUT018,2753.729757
NCM42,OUT027,3081.161858
FDA46,OUT010,524.5936413
FDA31,OUT013,2821.091925
NCJ31,OUT035,3400.202621
FDG52,OUT046,763.4368169
NCL19,OUT019,344.9810409
FDS10,OUT035,2954.045307
FDX22,OUT010,474.3385554
NCF19,OUT035,814.8565693
NCE06,OUT046,2451.399266
DRC27,OUT046,4007.875536
FDE21,OUT035,2092.222998
NCR42,OUT019,27.69773849
FDX51,OUT018,2839.411685
NCR06,OUT018,582.404426
FDU31,OUT027,5796.963258
FDU59,OUT017,2589.085861
FDR03,OUT027,5374.262272
FDS49,OUT027,2505.725182
FDD48,OUT010,319.0707876
NCF18,OUT017,3120.955658
NCD43,OUT027,2889.707536
NCD54,OUT018,1954.019122
FDY19,OUT010,286.7580992
NCY54,OUT017,2789.957565
NCL19,OUT018,2131.211233
FDP23,OUT010,457.1152698
FDC26,OUT013,1950.039344
FDR14,OUT010,143.8923893
NCS41,OUT035,3046.219486
FDF41,OUT035,4138.450125
FDU34,OUT046,1931.806897
DRH11,OUT046,1034.769528
FDM03,OUT013,1870.852004
FDS31,OUT017,3064.048351
FDJ20,OUT017,2034.833724
FDV44,OUT027,5064.936081
FDG02,OUT049,3202.580778
FDA09,OUT013,3124.58809
FDT04,OUT013,556.8627047
FDL58,OUT019,709.1036417
FDE52,OUT045,1403.850755
FDW12,OUT035,2522.275221
FDL51,OUT017,3576.030557
NCY42,OUT027,3694.613108
FDR07,OUT017,1536.937249
FDN40,OUT045,2259.892975
FDB35,OUT027,2721.632021
FDA22,OUT017,2771.599236
NCL06,OUT046,4365.711951
FDI35,OUT013,3138.596228
NCW42,OUT045,3467.498581
NCX06,OUT049,3022.505422
FDC37,OUT027,2938.205333
FDZ14,OUT018,1756.687515
DRG49,OUT049,4428.702026
NCG06,OUT045,4322.952876
DRC36,OUT045,2770.687349
FDV21,OUT019,284.0610947
FDB53,OUT046,2377.734238
DRP47,OUT019,596.8132726
FDA14,OUT013,2366.807765
DRC24,OUT035,2540.925596
FDW21,OUT018,1509.2614
NCH29,OUT046,1806.092239
FDU58,OUT013,3052.548549
FDY27,OUT017,2891.646001
FDV56,OUT035,1808.978023
FDT59,OUT046,3749.708235
FDB23,OUT046,3711.390483
FDR49,OUT045,690.9872261
FDB03,OUT010,625.9204635
FDN39,OUT045,2672.418958
FDX02,OUT027,5818.928854
FDQ16,OUT027,2912.952256
FDU35,OUT018,1545.184079
NCT29,OUT013,2049.526372
FDZ27,OUT046,765.3534991
FDN57,OUT017,2177.748625
FDA03,OUT018,2163.769388
FDZ36,OUT045,3111.540823
NCU05,OUT013,1249.703932
FDT39,OUT018,2071.820444
FDK60,OUT017,1677.947872
FDZ25,OUT017,2873.627909
FDG12,OUT046,2102.359953
DRB01,OUT019,402.0071257
NCC43,OUT027,6674.738107
FDX13,OUT019,559.1928405
FDM22,OUT049,873.5529809
FDJ03,OUT027,1516.463177
FDU14,OUT018,3603.754041
FDB33,OUT010,443.3428275
FDP27,OUT046,3119.375545
FDO38,OUT010,220.675859
FDE28,OUT027,6086.206819
FDO27,OUT035,1605.920414
DRL23,OUT027,3032.419817
FDS28,OUT046,878.5379726
FDX24,OUT013,1323.380045
FDZ02,OUT035,1589.227407
FDL46,OUT045,1781.967688
FDS60,OUT027,4701.651311
NCO06,OUT017,538.6940514
FDO16,OUT035,1582.40951
FDC60,OUT049,1631.871426
FDA48,OUT018,3274.022442
FDZ36,OUT027,4976.518709
