Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1670.866581
FDW14,OUT017,1404.050871
NCN55,OUT010,1284.580855
FDQ58,OUT017,2531.251765
FDY38,OUT027,5503.806046
FDH56,OUT046,1900.706301
FDL48,OUT018,623.6651955
FDC48,OUT027,2387.843783
FDN33,OUT045,1481.883726
FDA36,OUT017,2847.174108
FDT44,OUT017,1986.871852
FDQ56,OUT045,1347.835992
NCC54,OUT019,1328.658746
FDU11,OUT049,2142.970542
DRL59,OUT013,676.1601054
FDM24,OUT049,2616.060851
FDI57,OUT045,3264.854873
DRC12,OUT018,2939.985995
NCM42,OUT027,2846.972635
FDA46,OUT010,824.1454605
FDA31,OUT013,3023.92115
NCJ31,OUT035,3349.714815
FDG52,OUT046,825.6853609
NCL19,OUT019,430.8194215
FDS10,OUT035,3195.630289
FDX22,OUT010,968.4029543
NCF19,OUT035,922.399905
NCE06,OUT046,2363.811732
DRC27,OUT046,3497.065089
FDE21,OUT035,2050.248805
NCR42,OUT019,0
FDX51,OUT018,2732.887642
NCR06,OUT018,407.83033
FDU31,OUT027,5487.467608
FDU59,OUT017,2483.769097
FDR03,OUT027,5114.290554
FDS49,OUT027,2687.193707
FDD48,OUT010,190.9201934
NCF18,OUT017,3008.952262
NCD43,OUT027,2715.790855
NCD54,OUT018,1930.011183
FDY19,OUT010,92.59362709
NCY54,OUT017,2675.044708
NCL19,OUT018,2113.952788
FDP23,OUT010,955.1517996
FDC26,OUT013,1927.32191
FDR14,OUT010,0
NCS41,OUT035,3188.812955
FDF41,OUT035,4111.640718
FDU34,OUT046,1981.905353
DRH11,OUT046,941.3415447
FDM03,OUT013,1890.950825
FDS31,OUT017,3223.982673
FDJ20,OUT017,2076.922764
FDV44,OUT027,4735.747779
FDG02,OUT049,3191.293528
FDA09,OUT013,3418.599137
FDT04,OUT013,621.5018759
FDL58,OUT019,1547.641898
FDE52,OUT045,1362.155468
FDW12,OUT035,2419.12451
FDL51,OUT017,3449.741079
NCY42,OUT027,3188.173762
FDR07,OUT017,1466.904981
FDN40,OUT045,2128.993344
FDB35,OUT027,2718.184578
FDA22,OUT017,2732.221995
NCL06,OUT046,4360.403088
FDI35,OUT013,3450.573829
NCW42,OUT045,3437.195893
NCX06,OUT049,3188.360926
FDC37,OUT027,2966.750487
FDZ14,OUT018,1839.787223
DRG49,OUT049,4551.510989
NCG06,OUT045,3690.795731
DRC36,OUT045,2772.09304
FDV21,OUT019,158.1494097
FDB53,OUT046,2548.034382
DRP47,OUT019,1165.580632
FDA14,OUT013,2253.309911
DRC24,OUT035,2622.642409
FDW21,OUT018,1430.193621
NCH29,OUT046,1754.589485
FDU58,OUT013,2783.935518
FDY27,OUT017,2799.263472
FDV56,OUT035,1870.478575
FDT59,OUT046,3824.354669
FDB23,OUT046,3422.630689
FDR49,OUT045,688.937829
FDB03,OUT010,1247.591875
FDN39,OUT045,2859.791872
FDX02,OUT027,5197.611698
FDQ16,OUT027,2829.226834
FDU35,OUT018,1492.999883
NCT29,OUT013,2049.972292
FDZ27,OUT046,838.5081927
FDN57,OUT017,2231.619839
FDA03,OUT018,2094.86498
FDZ36,OUT045,3374.616911
NCU05,OUT013,1190.539904
FDT39,OUT018,2216.076185
FDK60,OUT017,1738.509187
FDZ25,OUT017,2910.913762
FDG12,OUT046,2143.968735
DRB01,OUT019,728.0655981
NCC43,OUT027,5229.857744
FDX13,OUT019,1387.808156
FDM22,OUT049,987.810156
FDJ03,OUT027,1876.191151
FDU14,OUT018,3515.791166
FDB33,OUT010,523.0112955
FDP27,OUT046,3162.33423
FDO38,OUT010,0
FDE28,OUT027,5606.74869
FDO27,OUT035,1624.503387
DRL23,OUT027,3052.399382
FDS28,OUT046,865.4459417
FDX24,OUT013,1337.764469
FDZ02,OUT035,1612.044235
FDL46,OUT045,1668.530632
FDS60,OUT027,4173.466335
NCO06,OUT017,500.5994471
FDO16,OUT035,1779.838508
FDC60,OUT049,1861.133129
FDA48,OUT018,3692.805786
FDZ36,OUT027,4502.642842
FDK27,OUT045,1796.092056
FDW23,OUT018,532.6048248
FDM14,OUT018,1495.025181
FDM14,OUT013,1788.609413
FDW60,OUT018,2575.079414
FDE21,OUT013,1989.347261
NCM42,OUT035,1983.733426
FDY59,OUT010,0
DRI49,OUT049,1138.519312
FDT28,OUT019,479.4504327
FDQ22,OUT018,471.1090924
FDR60,OUT049,1211.00698
FDC50,OUT019,0
FDV24,OUT013,2554.857704
DRF48,OUT010,470.3630168
FDQ47,OUT046,659.8621999
DRN36,OUT049,1549.248101
NCY06,OUT035,2209.232521
FDE52,OUT035,1583.27134
NCB54,OUT045,1929.684887
NCF31,OUT035,2588.87
FDJ08,OUT027,4966.326251
NCC07,OUT017,1733.409346
NCD19,OUT027,1755.403516
FDL46,OUT049,1831.177524
FDM20,OUT045,3985.104781
NCI06,OUT010,893.878086
DRM11,OUT035,4334.74105
NCH07,OUT018,2218.172912
FDS23,OUT013,2181.872223
FDO49,OUT018,647.507515
FDS35,OUT049,1102.351254
DRK39,OUT045,1272.20258
DRI39,OUT049,991.6843002
FDV04,OUT017,2440.607701
NCN14,OUT035,2778.466368
FDH08,OUT013,3612.319795
FDS20,OUT046,3116.189701
FDV40,OUT049,1270.594073
FDZ48,OUT010,0
FDS24,OUT027,2492.542425
FDK44,OUT049,2656.355012
FDS48,OUT045,2435.2663
FDK26,OUT010,676.2152498
