Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1552.416892
FDW14,OUT017,1211.006581
NCN55,OUT010,782.7155105
FDQ58,OUT017,2642.497896
FDY38,OUT027,6059.086331
FDH56,OUT046,1859.152937
FDL48,OUT018,569.1583269
FDC48,OUT027,2319.794434
FDN33,OUT045,1579.972317
FDA36,OUT017,3351.937779
FDT44,OUT017,1883.136904
FDQ56,OUT045,1272.336222
NCC54,OUT019,454.1201337
FDU11,OUT049,2111.305186
DRL59,OUT013,707.3004867
FDM24,OUT049,2564.165285
FDI57,OUT045,3213.644743
DRC12,OUT018,2893.057595
NCM42,OUT027,3064.892186
FDA46,OUT010,712.1946558
FDA31,OUT013,2818.923315
NCJ31,OUT035,3488.274215
FDG52,OUT046,736.4757785
NCL19,OUT019,487.955566
FDS10,OUT035,2943.26376
FDX22,OUT010,696.6214667
NCF19,OUT035,773.6915799
NCE06,OUT046,2490.555919
DRC27,OUT046,3564.876158
FDE21,OUT035,2074.243596
NCR42,OUT019,12.88217687
FDX51,OUT018,2987.540472
NCR06,OUT018,521.7939197
FDU31,OUT027,5642.074942
FDU59,OUT017,2659.927136
FDR03,OUT027,5561.668022
FDS49,OUT027,2451.562414
FDD48,OUT010,369.912727
NCF18,OUT017,3288.685954
NCD43,OUT027,2940.461712
NCD54,OUT018,1974.450955
FDY19,OUT010,340.53082
NCY54,OUT017,2836.989836
NCL19,OUT018,2197.021424
FDP23,OUT010,451.8554407
FDC26,OUT013,1937.316003
FDR14,OUT010,142.4922633
NCS41,OUT035,3020.113352
FDF41,OUT035,3949.899492
FDU34,OUT046,1873.639322
DRH11,OUT046,921.7569036
FDM03,OUT013,1843.950457
FDS31,OUT017,3061.642608
FDJ20,OUT017,1984.643614
FDV44,OUT027,5397.369365
FDG02,OUT049,3502.80912
FDA09,OUT013,3119.859966
FDT04,OUT013,556.9711728
FDL58,OUT019,395.1430406
FDE52,OUT045,1272.48106
FDW12,OUT035,2644.903758
FDL51,OUT017,3562.43112
NCY42,OUT027,3358.758164
FDR07,OUT017,1437.53655
FDN40,OUT045,2359.710446
FDB35,OUT027,2621.96962
FDA22,OUT017,2808.443253
NCL06,OUT046,4006.71288
FDI35,OUT013,3152.188465
NCW42,OUT045,3347.243447
NCX06,OUT049,3034.62572
FDC37,OUT027,3137.777175
FDZ14,OUT018,1732.351276
DRG49,OUT049,4267.618007
NCG06,OUT045,3651.131189
DRC36,OUT045,2777.172884
FDV21,OUT019,342.7224708
FDB53,OUT046,2434.474378
DRP47,OUT019,662.1726881
FDA14,OUT013,2484.010479
DRC24,OUT035,2571.977735
FDW21,OUT018,1429.886982
NCH29,OUT046,1748.666476
FDU58,OUT013,3058.334991
FDY27,OUT017,2897.463002
FDV56,OUT035,1808.975988
FDT59,OUT046,3692.155473
FDB23,OUT046,3625.127609
FDR49,OUT045,693.980874
FDB03,OUT010,640.3737208
FDN39,OUT045,2734.711104
FDX02,OUT027,5718.051513
FDQ16,OUT027,3103.457363
FDU35,OUT018,1483.474653
NCT29,OUT013,1998.135717
FDZ27,OUT046,704.8180758
FDN57,OUT017,2080.62329
FDA03,OUT018,2214.119111
FDZ36,OUT045,3061.880182
NCU05,OUT013,1151.360014
FDT39,OUT018,2001.922159
FDK60,OUT017,1676.537101
FDZ25,OUT017,2916.19635
FDG12,OUT046,1992.670378
DRB01,OUT019,506.0271182
NCC43,OUT027,5866.811521
FDX13,OUT019,847.3059447
FDM22,OUT049,860.3883247
FDJ03,OUT027,1538.83089
FDU14,OUT018,3342.330069
FDB33,OUT010,509.7922014
FDP27,OUT046,3349.067095
FDO38,OUT010,213.5460641
FDE28,OUT027,5824.751755
FDO27,OUT035,1622.961274
DRL23,OUT027,3191.059846
FDS28,OUT046,811.5636048
FDX24,OUT013,1191.46185
FDZ02,OUT035,1575.638302
FDL46,OUT045,1766.622688
FDS60,OUT027,4535.606269
NCO06,OUT017,492.8994397
FDO16,OUT035,1398.366162
FDC60,OUT049,1523.191239
FDA48,OUT018,3269.809662
FDZ36,OUT027,5189.698201
FDK27,OUT045,1868.656092
FDW23,OUT018,566.5970602
FDM14,OUT018,1465.796071
