Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1532.776407
FDW14,OUT017,1251.028096
NCN55,OUT010,820.8469924
FDQ58,OUT017,2607.815802
FDY38,OUT027,5963.766099
FDH56,OUT046,1871.062831
FDL48,OUT018,529.4349627
FDC48,OUT027,2267.057823
FDN33,OUT045,1520.676542
FDA36,OUT017,3142.494487
FDT44,OUT017,1941.550819
FDQ56,OUT045,1278.583165
NCC54,OUT019,582.2984455
FDU11,OUT049,2075.23242
DRL59,OUT013,623.5546233
FDM24,OUT049,2648.049145
FDI57,OUT045,3267.232489
DRC12,OUT018,3026.94136
NCM42,OUT027,2899.400182
FDA46,OUT010,785.2547421
FDA31,OUT013,2878.321304
NCJ31,OUT035,3442.240655
FDG52,OUT046,754.0939212
NCL19,OUT019,443.8758274
FDS10,OUT035,2961.419005
FDX22,OUT010,803.083346
NCF19,OUT035,760.9366313
NCE06,OUT046,2458.594797
DRC27,OUT046,3466.721498
FDE21,OUT035,2037.162565
NCR42,OUT019,120.4103096
FDX51,OUT018,2837.731032
NCR06,OUT018,520.5909769
FDU31,OUT027,5714.99364
FDU59,OUT017,2541.654667
FDR03,OUT027,5573.612831
FDS49,OUT027,2536.829014
FDD48,OUT010,333.4872232
NCF18,OUT017,3262.010521
NCD43,OUT027,2945.37521
NCD54,OUT018,2063.964863
FDY19,OUT010,289.6919271
NCY54,OUT017,2692.330856
NCL19,OUT018,2204.284382
FDP23,OUT010,698.7390031
FDC26,OUT013,1951.386317
FDR14,OUT010,187.3464518
NCS41,OUT035,3003.211308
FDF41,OUT035,3962.197319
FDU34,OUT046,1927.629846
DRH11,OUT046,914.1178735
FDM03,OUT013,1870.664699
FDS31,OUT017,3078.182815
FDJ20,OUT017,2020.692305
FDV44,OUT027,5426.77806
FDG02,OUT049,3474.185615
FDA09,OUT013,3161.841791
FDT04,OUT013,547.4095862
FDL58,OUT019,822.3876921
FDE52,OUT045,1238.070787
FDW12,OUT035,2616.036123
FDL51,OUT017,3617.008772
NCY42,OUT027,3167.019732
FDR07,OUT017,1524.244789
FDN40,OUT045,2263.292577
FDB35,OUT027,2578.856616
FDA22,OUT017,2709.028962
NCL06,OUT046,4059.388838
FDI35,OUT013,3201.155906
NCW42,OUT045,3452.356988
NCX06,OUT049,3038.796955
FDC37,OUT027,3122.155711
FDZ14,OUT018,1725.06992
DRG49,OUT049,4196.32023
NCG06,OUT045,3681.729702
DRC36,OUT045,2756.18023
FDV21,OUT019,302.6472355
FDB53,OUT046,2490.392942
DRP47,OUT019,789.901644
FDA14,OUT013,2450.511171
DRC24,OUT035,2603.537353
FDW21,OUT018,1423.07721
NCH29,OUT046,1770.752716
FDU58,OUT013,3119.294935
FDY27,OUT017,2853.892361
FDV56,OUT035,1793.86372
FDT59,OUT046,3716.471257
FDB23,OUT046,3459.693262
FDR49,OUT045,632.4309462
FDB03,OUT010,830.0336599
FDN39,OUT045,2767.506613
FDX02,OUT027,5690.091376
FDQ16,OUT027,3081.832215
FDU35,OUT018,1529.61262
NCT29,OUT013,1971.93339
FDZ27,OUT046,686.8420027
FDN57,OUT017,2063.435609
FDA03,OUT018,2209.20521
FDZ36,OUT045,3153.483547
NCU05,OUT013,1111.315193
FDT39,OUT018,2208.461683
FDK60,OUT017,1732.955895
FDZ25,OUT017,2957.128412
FDG12,OUT046,2047.623024
DRB01,OUT019,597.6183392
NCC43,OUT027,5736.506465
FDX13,OUT019,952.7062446
FDM22,OUT049,843.2678978
FDJ03,OUT027,1603.271117
FDU14,OUT018,3260.355424
FDB33,OUT010,563.2330622
FDP27,OUT046,3393.138693
FDO38,OUT010,212.9399911
FDE28,OUT027,5943.971215
FDO27,OUT035,1572.867871
DRL23,OUT027,3250.272794
FDS28,OUT046,780.7606147
FDX24,OUT013,1099.187201
FDZ02,OUT035,1554.611551
FDL46,OUT045,1719.904202
FDS60,OUT027,4567.562297
NCO06,OUT017,415.460651
FDO16,OUT035,1448.388535
FDC60,OUT049,1577.864862
FDA48,OUT018,3407.765963
FDZ36,OUT027,5312.034578
FDK27,OUT045,1850.907135
FDW23,OUT018,584.2520471
FDM14,OUT018,1447.996416
FDM14,OUT013,1725.218845
FDW60,OUT018,2512.213929
FDE21,OUT013,1944.427431
NCM42,OUT035,1875.258148
FDY59,OUT010,178.2496976
DRI49,OUT049,1137.047378
FDT28,OUT019,439.2583631
FDQ22,OUT018,487.8368601
FDR60,OUT049,1095.360881
FDC50,OUT019,280.6672445
FDV24,OUT013,2643.087479
DRF48,OUT010,468.2737012
FDQ47,OUT046,654.5588642
DRN36,OUT049,1601.893419
NCY06,OUT035,2055.09289
FDE52,OUT035,1328.663768
NCB54,OUT045,1900.003373
NCF31,OUT035,2603.185366
FDJ08,OUT027,5410.681967
NCC07,OUT017,1730.017171
NCD19,OUT027,1515.404365
FDL46,OUT049,1770.206927
FDM20,OUT045,3873.647633
NCI06,OUT010,605.5191669
DRM11,OUT035,3904.049978
NCH07,OUT018,2262.796347
FDS23,OUT013,2081.371173
FDO49,OUT018,583.3520009
FDS35,OUT049,999.5662549
DRK39,OUT045,1136.001815
DRI39,OUT049,901.894549
FDV04,OUT017,2680.534317
NCN14,OUT035,2869.272294
FDH08,OUT013,3766.370127
FDS20,OUT046,3030.809312
FDV40,OUT049,1117.481208
FDZ48,OUT010,212.3030201
FDS24,OUT027,2284.455213
FDK44,OUT049,2712.23717
FDS48,OUT045,2482.728323
FDK26,OUT010,724.0248373
FDD23,OUT045,3427.365181
NCH54,OUT017,2687.991769
NCP14,OUT010,313.3502718
FDM60,OUT010,145.5345105
FDV24,OUT017,2418.319786
FDH08,OUT018,3226.554108
FDS12,OUT027,3613.26109
FDR39,OUT027,4893.235104
FDP12,OUT027,1414.890787
DRF60,OUT027,5668.021198
FDC09,OUT035,1733.84638
FDF50,OUT018,3259.321565
FDG28,OUT035,3953.059177
NCE19,OUT017,822.5974664
NCM53,OUT010,236.5297817
NCN18,OUT049,1887.444518
FDF32,OUT035,3476.497535
FDF11,OUT013,3726.901202
DRI59,OUT049,3805.890978
NCG54,OUT035,2820.051185
FDM44,OUT046,1613.079202
FDT57,OUT018,3140.50791
FDV24,OUT046,2506.670344
FDI50,OUT019,998.6904788
FDS09,OUT035,768.0937633
NCC31,OUT027,4184.325235
FDQ07,OUT019,753.3220584
FDC22,OUT017,3343.143811
FDZ56,OUT046,2715.775898
FDZ40,OUT019,226.7079467
FDS46,OUT027,3497.580376
DRD24,OUT045,1984.638257
FDV45,OUT017,3466.227494
FDL26,OUT045,2562.487076
FDA56,OUT018,1617.416668
FDN27,OUT046,1674.948468
FDM20,OUT049,4102.608412
FDO16,OUT017,1433.992604
FDL03,OUT035,3453.474287
FDE58,OUT046,1807.938063
FDI02,OUT027,3328.458625
NCC55,OUT019,162.8660871
FDR03,OUT018,2968.649887
FDB14,OUT017,1340.166782
FDR45,OUT013,3741.991755
NCN07,OUT017,2045.117766
FDM51,OUT019,224.3853308
FDT52,OUT027,5934.046496
FDL26,OUT046,2548.921525
NCZ42,OUT046,3573.118668
DRI47,OUT019,532.7612784
FDW40,OUT013,2224.26844
FDN34,OUT046,2724.167286
FDS01,OUT035,2959.565459
NCG55,OUT045,1838.372183
FDC11,OUT035,1308.200984
FDX35,OUT018,3457.481238
NCB06,OUT046,2593.410866
FDR09,OUT019,742.430371
FDC53,OUT017,1656.269155
FDY45,OUT013,3750.964285
FDA22,OUT010,563.4253814
FDE02,OUT035,1513.34791
FDW21,OUT045,1651.383136
FDV34,OUT046,1075.493915
FDS59,OUT049,1833.228102
NCW17,OUT017,2160.645391
NCK54,OUT046,1830.845803
FDG17,OUT019,1016.915397
FDG35,OUT017,2886.917618
FDD08,OUT010,114.3872197
NCO07,OUT017,3803.711917
FDJ10,OUT010,455.0612467
FDW36,OUT017,1732.006978
FDW21,OUT010,294.1297084
FDY19,OUT017,1974.00671
DRE03,OUT013,576.2417651
NCC55,OUT049,677.0362022
FDH52,OUT010,183.9971501
FDO09,OUT017,3898.046182
FDU43,OUT045,3797.643327
FDX09,OUT010,499.0316738
FDH40,OUT019,194.5915555
FDW58,OUT017,1613.181444
FDC47,OUT017,4055.886047
NCR41,OUT035,1406.445785
DRG49,OUT035,4164.034664
FDC52,OUT027,4477.169844
FDY13,OUT046,1072.536253
FDY35,OUT013,636.9879756
FDI35,OUT017,3284.533125
NCU18,OUT049,2604.214048
FDY33,OUT018,2440.758666
FDC15,OUT027,4312.139645
FDU01,OUT049,3381.872065
NCU42,OUT046,2823.910521
NCV29,OUT018,2533.460747
NCY30,OUT017,2954.427928
FDQ46,OUT049,1910.908091
FDG58,OUT027,4267.049966
FDK33,OUT017,3805.369711
NCD07,OUT045,1782.462786
NCX29,OUT027,4252.402986
NCT42,OUT013,2378.487032
DRN59,OUT035,698.1612479
FDI44,OUT035,1117.190674
FDA45,OUT049,2247.947946
FDP31,OUT045,833.0569398
FDY01,OUT046,1892.710486
FDT09,OUT018,1816.59382
DRH03,OUT027,2825.770452
FDA36,OUT018,2464.183614
NCF31,OUT017,2568.434942
FDG14,OUT049,2611.615293
FDG28,OUT027,5954.937406
FDU14,OUT049,3874.648108
FDY47,OUT019,395.931851
FDI56,OUT049,1331.646273
DRD01,OUT013,753.524936
FDM22,OUT046,814.6631923
FDH33,OUT013,755.8663348
DRZ24,OUT013,1965.519036
NCQ38,OUT046,1528.882195
FDO16,OUT027,2116.431363
FDU07,OUT027,4367.261184
NCB07,OUT013,3261.606156
FDU48,OUT045,1919.627631
NCM43,OUT045,2717.083885
FDR31,OUT010,524.7719664
DRK49,OUT018,469.8519017
NCI30,OUT010,765.7682868
DRD60,OUT017,3080.893953
NCG19,OUT046,3074.716257
FDH12,OUT035,1623.08504
FDM32,OUT035,1347.720167
FDM27,OUT035,2685.233665
NCU53,OUT027,4377.955514
NCQ18,OUT046,1632.884161
FDS10,OUT013,2940.597215
FDB33,OUT027,4467.456258
FDI12,OUT013,1364.719889
NCW42,OUT013,3563.835409
NCC06,OUT018,1757.40265
FDW02,OUT017,2297.841836
NCD43,OUT017,1683.478079
FDM57,OUT018,892.2249361
FDA58,OUT017,3647.346577
FDK56,OUT046,2951.744073
FDP52,OUT045,3849.196712
FDW20,OUT018,1615.773822
FDS52,OUT049,1640.822153
NCT29,OUT018,1584.460616
NCL54,OUT013,2943.244158
FDC05,OUT045,3229.669534
FDF34,OUT035,3357.935571
FDP03,OUT027,3773.617079
FDD32,OUT010,178.3791242
FDZ10,OUT045,1983.361508
FDZ40,OUT035,798.7540857
FDD51,OUT018,549.442729
NCY30,OUT019,392.5504788
FDP58,OUT017,3530.144188
FDV49,OUT017,4132.971893
FDY24,OUT019,79.94254884
NCO55,OUT017,1734.961357
FDR13,OUT017,1965.02502
FDS51,OUT017,902.3988676
FDP26,OUT045,1552.83846
NCB54,OUT027,3572.41546
FDF32,OUT017,3517.764706
FDN31,OUT018,2812.860428
DRM48,OUT017,609.2461607
FDN20,OUT049,2819.915438
DRL01,OUT046,3868.620651
FDV56,OUT049,1789.378199
DRH13,OUT027,3176.172715
FDA03,OUT017,2709.597055
FDF47,OUT027,5640.650626
FDX32,OUT046,2540.757561
FDX57,OUT049,1728.6509
NCA30,OUT045,3151.205123
FDO49,OUT013,651.1685971
FDL04,OUT019,256.043888
DRM48,OUT035,593.6392271
FDR16,OUT013,3329.771872
NCC19,OUT018,2672.247867
NCE42,OUT045,3561.073125
FDY24,OUT017,944.8605647
FDH19,OUT049,2778.651062
FDJ46,OUT013,2939.066657
FDN45,OUT010,582.1406966
FDY08,OUT035,2157.759842
FDZ37,OUT035,1305.706459
NCT30,OUT045,821.3226239
DRY23,OUT018,412.9973649
NCZ30,OUT018,1711.058045
FDC44,OUT018,1507.71585
FDB45,OUT035,1628.573825
FDY04,OUT013,2593.643936
FDM27,OUT046,2626.18175
FDZ43,OUT017,4052.80049
FDT39,OUT019,399.0083754
NCC06,OUT019,417.6659953
FDL15,OUT027,4322.938741
FDL57,OUT017,4301.361877
FDU08,OUT046,1645.224431
FDK40,OUT017,4106.966504
FDQ12,OUT010,732.6328364
FDS48,OUT017,2634.85191
FDP09,OUT045,3471.601575
FDW21,OUT049,1579.014747
FDY25,OUT035,3072.772948
DRE13,OUT017,1305.801116
FDV43,OUT019,128.9788464
FDD22,OUT045,1694.423925
FDM46,OUT019,232.4929119
NCO30,OUT010,652.3457658
FDM25,OUT046,2893.897988
NCN41,OUT049,2040.455949
FDU24,OUT045,1363.206542
FDZ50,OUT046,2908.849053
FDP45,OUT013,4011.39427
NCM54,OUT045,1973.490202
FDW10,OUT019,422.5274679
FDP20,OUT017,2047.69145
FDK32,OUT046,2565.369999
FDN52,OUT049,1239.628731
FDM58,OUT045,1867.349132
FDZ46,OUT027,3316.469129
NCA18,OUT018,1569.525383
FDD35,OUT046,1952.062867
NCK31,OUT035,806.3667359
FDI40,OUT027,3050.447134
FDT50,OUT019,208.5901531
NCT06,OUT046,2609.836994
FDT31,OUT035,3257.18856
FDT45,OUT049,813.8883236
FDT13,OUT045,3280.499411
FDO50,OUT045,1204.435013
NCU18,OUT010,350.5971827
NCR54,OUT049,3538.31305
NCO18,OUT018,2509.632548
FDU09,OUT045,914.7539372
FDT13,OUT018,2832.92597
FDE09,OUT046,1777.205429
NCK53,OUT019,283.3382618
FDG45,OUT049,3899.910961
DRH15,OUT035,685.7171879
FDO21,OUT019,494.3497645
FDD14,OUT027,4804.527876
FDC09,OUT046,1698.470655
FDH45,OUT027,1442.748258
FDV32,OUT046,1008.789781
FDG12,OUT035,2041.908721
FDS32,OUT013,2151.678657
NCL55,OUT018,3144.577923
DRE01,OUT035,4080.714923
DRE15,OUT049,1214.196472
NCL42,OUT045,3791.717675
FDP31,OUT013,941.0785621
FDN33,OUT018,1107.372981
FDZ59,OUT046,2889.186077
FDE45,OUT010,570.4273525
FDJ07,OUT013,1818.11593
FDQ45,OUT018,2607.443152
FDM33,OUT027,5639.854915
FDO15,OUT010,213.2910546
FDM46,OUT013,1309.331702
FDR03,OUT045,3429.091302
FDY49,OUT018,2349.397227
FDQ60,OUT045,1935.578433
FDW10,OUT049,2588.681379
FDO51,OUT049,715.2853909
FDJ40,OUT018,1423.343818
FDS20,OUT018,2609.354736
FDU45,OUT013,2061.402841
FDV02,OUT035,2734.319654
FDN09,OUT046,3596.285948
NCM55,OUT027,5429.058869
FDN23,OUT018,2311.193449
FDY31,OUT010,532.452141
FDW03,OUT010,317.5347585
FDD14,OUT046,2813.80759
FDV23,OUT017,2060.506505
DRI03,OUT045,2731.052853
FDN13,OUT035,1547.325823
FDF45,OUT027,2018.782051
FDU46,OUT035,1330.869802
FDB57,OUT049,3646.030434
FDV12,OUT049,1704.540826
FDQ58,OUT013,2550.964815
NCA18,OUT017,1858.353628
FDH52,OUT049,939.8924947
FDM24,OUT018,2232.913639
NCP43,OUT027,4763.814582
NCO18,OUT019,574.476691
FDM32,OUT017,1385.514158
NCL07,OUT017,523.187333
FDK03,OUT013,4147.124688
FDP59,OUT017,1596.805221
FDQ24,OUT049,3863.833432
FDQ16,OUT018,1431.999556
FDU44,OUT013,2690.039113
FDH28,OUT010,127.8087111
FDV28,OUT019,119.9179289
FDM22,OUT045,828.3661078
FDR56,OUT046,3277.335085
FDV39,OUT049,3273.753287
FDU37,OUT019,246.0148729
FDQ11,OUT010,832.4148287
FDX02,OUT045,3458.645944
NCS42,OUT018,1057.196895
FDY57,OUT027,3042.530254
FDB21,OUT049,4045.209257
FDE28,OUT017,3826.882841
FDQ55,OUT017,1978.961285
FDA48,OUT049,3696.271211
FDZ19,OUT045,2594.418206
NCC43,OUT045,3650.400166
NCV18,OUT046,1403.949621
NCA42,OUT018,2373.529806
FDY45,OUT046,3229.730793
NCC30,OUT045,2807.309041
FDM57,OUT013,1248.284095
FDL09,OUT010,523.8476345
FDB09,OUT027,3514.2628
FDT44,OUT035,1890.80218
NCT06,OUT027,4570.181659
FDX26,OUT049,2965.196525
FDK32,OUT013,2460.171016
DRA12,OUT046,2255.457093
FDO46,OUT010,791.926825
FDE52,OUT013,1260.134694
NCH42,OUT045,3777.504667
FDV08,OUT035,650.1760323
FDB47,OUT018,2521.19628
FDC28,OUT010,242.805307
FDD22,OUT046,1757.365635
FDS07,OUT027,3426.168693
DRI13,OUT045,3274.386115
FDG32,OUT018,3393.299307
FDU14,OUT017,3912.672429
FDD28,OUT019,122.5423444
NCP41,OUT017,1833.61845
FDS08,OUT049,2743.964843
FDX47,OUT045,2541.015445
FDC53,OUT019,222.7821102
FDQ19,OUT035,4227.744322
FDL14,OUT045,2459.870964
FDM33,OUT019,785.3558647
FDA51,OUT045,1755.179867
FDZ27,OUT018,550.9603795
FDT04,OUT046,628.4189051
DRC13,OUT049,1972.35961
FDR16,OUT027,5541.587598
FDQ03,OUT027,5738.032783
FDE38,OUT035,2704.522268
DRH23,OUT027,1801.426898
FDT11,OUT019,921.4205326
FDD09,OUT035,3050.591505
FDR40,OUT045,1153.07129
FDX07,OUT017,3304.070054
FDR07,OUT035,1472.850172
FDA51,OUT017,1999.133689
FDT59,OUT019,819.3938757
FDF20,OUT017,3478.818638
FDR13,OUT045,1818.817895
FDY26,OUT049,3752.25514
FDW04,OUT017,2100.545595
FDK52,OUT017,3921.163111
FDN60,OUT049,2656.469665
FDM09,OUT019,513.4935763
FDP46,OUT049,1319.004881
FDB50,OUT019,259.6385497
NCQ29,OUT049,3990.757205
FDP16,OUT027,5897.552458
FDX33,OUT018,2342.324399
FDP07,OUT010,653.3746429
FDN22,OUT046,3608.848256
FDF39,OUT049,4235.981857
FDS21,OUT017,930.7565568
NCM42,OUT013,1698.048003
FDK50,OUT019,534.6108662
DRF13,OUT027,4274.426147
FDH35,OUT018,2189.298858
FDP60,OUT018,1332.847034
DRJ49,OUT027,3498.944233
NCT42,OUT019,410.0045476
FDE38,OUT049,2761.393544
FDI04,OUT049,3531.978003
NCH54,OUT045,2680.596731
FDT56,OUT049,857.6643766
DRD15,OUT018,3090.400249
FDV58,OUT013,3204.014684
FDP21,OUT049,3666.415073
FDH05,OUT013,3779.89621
FDR10,OUT027,4543.101294
NCP06,OUT045,2337.899911
FDF33,OUT049,1683.79386
DRK37,OUT013,3484.695099
DRH49,OUT045,1081.840498
FDT58,OUT013,2787.766644
FDD41,OUT018,1371.735755
FDP40,OUT018,1647.457821
FDM51,OUT027,3196.562958
