Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1593.679808
FDW14,OUT017,1299.002986
NCN55,OUT010,640.4808341
FDQ58,OUT017,2551.35243
FDY38,OUT027,5845.351628
FDH56,OUT046,1830.623812
FDL48,OUT018,580.0753578
FDC48,OUT027,2341.054753
FDN33,OUT045,1538.69436
FDA36,OUT017,3093.488726
FDT44,OUT017,1872.403761
FDQ56,OUT045,1276.580876
NCC54,OUT019,425.9337545
FDU11,OUT049,2064.063437
DRL59,OUT013,793.527039
FDM24,OUT049,2477.955739
FDI57,OUT045,3172.776332
DRC12,OUT018,2779.276046
NCM42,OUT027,2970.875593
FDA46,OUT010,618.1644105
FDA31,OUT013,2819.062114
NCJ31,OUT035,3818.925446
FDG52,OUT046,747.8485531
NCL19,OUT019,457.7557183
FDS10,OUT035,2954.839965
FDX22,OUT010,713.1745576
NCF19,OUT035,820.1884738
NCE06,OUT046,2441.917051
DRC27,OUT046,3869.199917
FDE21,OUT035,1934.057477
NCR42,OUT019,58.39575053
FDX51,OUT018,2847.372032
NCR06,OUT018,558.8783226
FDU31,OUT027,5392.069051
FDU59,OUT017,2608.421056
FDR03,OUT027,5096.214056
FDS49,OUT027,2447.828318
FDD48,OUT010,296.6340939
NCF18,OUT017,3149.191858
NCD43,OUT027,2942.892768
NCD54,OUT018,1902.155382
FDY19,OUT010,348.635229
NCY54,OUT017,2819.995371
NCL19,OUT018,2083.25644
FDP23,OUT010,362.9072178
FDC26,OUT013,1851.273801
FDR14,OUT010,147.9269441
NCS41,OUT035,3061.342903
FDF41,OUT035,4209.636765
FDU34,OUT046,1889.40973
DRH11,OUT046,939.3536807
FDM03,OUT013,1734.047373
FDS31,OUT017,3080.177678
FDJ20,OUT017,1975.699063
FDV44,OUT027,4847.357434
FDG02,OUT049,3240.882658
FDA09,OUT013,3114.100179
FDT04,OUT013,600.8205948
FDL58,OUT019,701.1623036
FDE52,OUT045,1337.217972
FDW12,OUT035,2472.816088
FDL51,OUT017,3626.220893
NCY42,OUT027,3467.564908
FDR07,OUT017,1467.957463
FDN40,OUT045,2274.590835
FDB35,OUT027,2696.592761
FDA22,OUT017,2800.662768
NCL06,OUT046,4441.356865
FDI35,OUT013,3124.982298
NCW42,OUT045,3529.855553
NCX06,OUT049,3053.951693
FDC37,OUT027,3065.015066
FDZ14,OUT018,1709.654124
DRG49,OUT049,4351.999216
NCG06,OUT045,4105.829205
DRC36,OUT045,2774.565528
FDV21,OUT019,330.0277466
FDB53,OUT046,2335.397035
DRP47,OUT019,648.0506803
FDA14,OUT013,2344.893499
DRC24,OUT035,2491.076838
FDW21,OUT018,1435.641938
NCH29,OUT046,1656.158707
FDU58,OUT013,3096.783876
FDY27,OUT017,2895.651674
FDV56,OUT035,1780.084457
FDT59,OUT046,3765.497742
FDB23,OUT046,3655.882975
FDR49,OUT045,671.5298998
FDB03,OUT010,622.143732
FDN39,OUT045,2663.020145
FDX02,OUT027,5604.531826
FDQ16,OUT027,2940.421444
FDU35,OUT018,1419.725936
NCT29,OUT013,1982.167777
FDZ27,OUT046,745.1216635
FDN57,OUT017,2153.976652
FDA03,OUT018,2114.837657
FDZ36,OUT045,3110.009121
NCU05,OUT013,1223.057524
FDT39,OUT018,2044.593498
FDK60,OUT017,1622.544919
FDZ25,OUT017,2888.559429
FDG12,OUT046,1972.723605
DRB01,OUT019,449.9366462
NCC43,OUT027,6188.123187
FDX13,OUT019,677.9029231
FDM22,OUT049,876.3049534
FDJ03,OUT027,1625.714029
FDU14,OUT018,3738.378112
FDB33,OUT010,477.5918309
FDP27,OUT046,3165.981973
FDO38,OUT010,207.8411286
FDE28,OUT027,5631.410045
FDO27,OUT035,1595.891825
DRL23,OUT027,3065.276847
FDS28,OUT046,859.8647256
FDX24,OUT013,1282.859881
FDZ02,OUT035,1569.589124
FDL46,OUT045,1741.938883
FDS60,OUT027,4525.868369
NCO06,OUT017,586.6244351
FDO16,OUT035,1420.529876
FDC60,OUT049,1523.814949
FDA48,OUT018,3282.776075
FDZ36,OUT027,4865.308651
FDK27,OUT045,1884.012217
FDW23,OUT018,602.800257
FDM14,OUT018,1429.676883
FDM14,OUT013,1654.784841
FDW60,OUT018,2581.80284
FDE21,OUT013,1855.170965
NCM42,OUT035,1789.745784
FDY59,OUT010,240.0798944
DRI49,OUT049,1225.90257
FDT28,OUT019,364.5254505
FDQ22,OUT018,516.9973103
FDR60,OUT049,1179.64544
FDC50,OUT019,265.0064624
FDV24,OUT013,2389.594345
DRF48,OUT010,251.3882847
FDQ47,OUT046,683.2103459
DRN36,OUT049,1573.856924
NCY06,OUT035,2076.788934
FDE52,OUT035,1408.217461
NCB54,OUT045,1959.822018
NCF31,OUT035,2471.457619
FDJ08,OUT027,4824.330019
NCC07,OUT017,1707.437997
NCD19,OUT027,1630.100529
FDL46,OUT049,1787.569988
FDM20,OUT045,4114.725008
NCI06,OUT010,475.9879691
DRM11,OUT035,4294.51065
NCH07,OUT018,2211.358072
FDS23,OUT013,2073.943978
FDO49,OUT018,616.0931931
FDS35,OUT049,1084.341005
DRK39,OUT045,1180.985299
