Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1540.031624
FDW14,OUT017,1277.570718
NCN55,OUT010,747.8081493
FDQ58,OUT017,2563.393414
FDY38,OUT027,5828.912874
FDH56,OUT046,1860.763288
FDL48,OUT018,593.132336
FDC48,OUT027,2380.173146
FDN33,OUT045,1537.553422
FDA36,OUT017,3096.10318
FDT44,OUT017,1905.659095
FDQ56,OUT045,1321.200592
NCC54,OUT019,496.0220148
FDU11,OUT049,2036.512841
DRL59,OUT013,758.3878871
FDM24,OUT049,2447.721644
FDI57,OUT045,3186.528378
DRC12,OUT018,2811.957976
NCM42,OUT027,3073.883166
FDA46,OUT010,583.1767769
FDA31,OUT013,2822.45367
NCJ31,OUT035,3783.078383
FDG52,OUT046,730.4116473
NCL19,OUT019,423.7752602
FDS10,OUT035,2981.766437
FDX22,OUT010,607.0822648
NCF19,OUT035,811.4544714
NCE06,OUT046,2454.744962
DRC27,OUT046,3825.951065
FDE21,OUT035,1928.207675
NCR42,OUT019,67.49550402
FDX51,OUT018,2892.56736
NCR06,OUT018,569.9565209
FDU31,OUT027,5571.144018
FDU59,OUT017,2599.697629
FDR03,OUT027,5290.576671
FDS49,OUT027,2431.761832
FDD48,OUT010,311.4218168
NCF18,OUT017,3170.181351
NCD43,OUT027,2929.78684
NCD54,OUT018,1900.359364
FDY19,OUT010,356.0649013
NCY54,OUT017,2828.657319
NCL19,OUT018,2126.662166
FDP23,OUT010,513.826284
FDC26,OUT013,1831.957739
FDR14,OUT010,159.870248
NCS41,OUT035,3064.304932
FDF41,OUT035,4209.93022
FDU34,OUT046,1893.455593
DRH11,OUT046,963.4918234
FDM03,OUT013,1728.90145
FDS31,OUT017,3097.802766
FDJ20,OUT017,1988.675938
FDV44,OUT027,5005.189917
FDG02,OUT049,3284.614503
FDA09,OUT013,3080.485517
FDT04,OUT013,580.4689257
FDL58,OUT019,495.4521427
FDE52,OUT045,1323.603651
FDW12,OUT035,2523.633521
FDL51,OUT017,3593.095266
NCY42,OUT027,3558.147436
FDR07,OUT017,1496.28884
FDN40,OUT045,2248.605722
FDB35,OUT027,2697.738849
FDA22,OUT017,2794.692637
NCL06,OUT046,4421.672225
FDI35,OUT013,3148.470809
NCW42,OUT045,3554.555782
NCX06,OUT049,3066.35636
FDC37,OUT027,3063.470452
FDZ14,OUT018,1706.062871
DRG49,OUT049,4274.644215
NCG06,OUT045,4051.77339
DRC36,OUT045,2793.447466
FDV21,OUT019,347.188134
FDB53,OUT046,2348.046402
DRP47,OUT019,614.8304769
FDA14,OUT013,2386.69142
DRC24,OUT035,2484.148368
FDW21,OUT018,1456.973987
NCH29,OUT046,1659.009689
FDU58,OUT013,3083.008001
FDY27,OUT017,2847.750715
FDV56,OUT035,1777.690101
FDT59,OUT046,3827.175565
FDB23,OUT046,3673.96673
FDR49,OUT045,679.9801538
FDB03,OUT010,537.5913847
FDN39,OUT045,2663.238348
FDX02,OUT027,5587.483966
FDQ16,OUT027,2946.673894
FDU35,OUT018,1420.277992
NCT29,OUT013,1988.295079
FDZ27,OUT046,741.8532258
FDN57,OUT017,2138.931958
FDA03,OUT018,2145.416722
FDZ36,OUT045,3115.384674
NCU05,OUT013,1196.916265
FDT39,OUT018,2064.882884
FDK60,OUT017,1631.189316
FDZ25,OUT017,2890.958177
FDG12,OUT046,1952.796643
DRB01,OUT019,425.5400424
NCC43,OUT027,6123.935874
FDX13,OUT019,924.5364897
FDM22,OUT049,884.0312223
FDJ03,OUT027,1567.685679
FDU14,OUT018,3621.162397
FDB33,OUT010,459.9100961
FDP27,OUT046,3155.352592
FDO38,OUT010,205.3161429
FDE28,OUT027,5742.211371
FDO27,OUT035,1600.369645
DRL23,OUT027,3032.049636
FDS28,OUT046,849.108487
FDX24,OUT013,1276.982073
FDZ02,OUT035,1587.325692
FDL46,OUT045,1720.727914
FDS60,OUT027,4500.004
NCO06,OUT017,585.017066
FDO16,OUT035,1439.866046
FDC60,OUT049,1525.849137
FDA48,OUT018,3259.327388
FDZ36,OUT027,4913.504651
FDK27,OUT045,1888.431736
FDW23,OUT018,582.0746378
FDM14,OUT018,1430.522224
FDM14,OUT013,1626.527059
FDW60,OUT018,2491.254377
FDE21,OUT013,1821.966171
NCM42,OUT035,1809.51148
FDY59,OUT010,237.3717713
DRI49,OUT049,1200.476175
FDT28,OUT019,376.9702989
FDQ22,OUT018,510.6787317
FDR60,OUT049,1169.586231
FDC50,OUT019,261.2964691
FDV24,OUT013,2347.175654
DRF48,OUT010,202.1141848
FDQ47,OUT046,636.5588835
DRN36,OUT049,1606.998501
NCY06,OUT035,2068.906922
FDE52,OUT035,1409.872952
NCB54,OUT045,1961.925749
NCF31,OUT035,2491.887236
FDJ08,OUT027,4945.409749
NCC07,OUT017,1715.461769
NCD19,OUT027,1714.606059
FDL46,OUT049,1814.687826
FDM20,OUT045,4154.922683
NCI06,OUT010,556.9759254
DRM11,OUT035,4280.18561
NCH07,OUT018,2231.744665
FDS23,OUT013,2080.543183
FDO49,OUT018,617.6596185
FDS35,OUT049,1056.299793
DRK39,OUT045,1186.319885
DRI39,OUT049,892.4141021
FDV04,OUT017,2614.322484
NCN14,OUT035,3011.575365
FDH08,OUT013,3978.307647
FDS20,OUT046,3096.922269
FDV40,OUT049,1173.670469
FDZ48,OUT010,249.9549004
FDS24,OUT027,2378.882699
FDK44,OUT049,2841.030607
FDS48,OUT045,2375.72834
FDK26,OUT010,546.2777861
FDD23,OUT045,3209.704836
NCH54,OUT017,2658.082367
NCP14,OUT010,288.839234
FDM60,OUT010,116.9210463
FDV24,OUT017,2394.145462
FDH08,OUT018,3458.474734
FDS12,OUT027,3539.114522
FDR39,OUT027,4679.442822
FDP12,OUT027,1324.338221
DRF60,OUT027,5816.402632
FDC09,OUT035,1692.78865
FDF50,OUT018,2971.056847
FDG28,OUT035,4215.334849
NCE19,OUT017,903.2693685
NCM53,OUT010,282.4936456
NCN18,OUT049,1825.445225
FDF32,OUT035,3346.958098
FDF11,OUT013,4076.661421
DRI59,OUT049,3839.19432
NCG54,OUT035,2751.330994
FDM44,OUT046,1550.506392
FDT57,OUT018,3491.643021
FDV24,OUT046,2324.769136
FDI50,OUT019,812.6570014
FDS09,OUT035,860.4017019
NCC31,OUT027,4150.006928
FDQ07,OUT019,578.0661353
FDC22,OUT017,3252.568403
FDZ56,OUT046,2746.098191
FDZ40,OUT019,163.6658257
FDS46,OUT027,3370.726998
DRD24,OUT045,2077.980534
FDV45,OUT017,3249.606123
FDL26,OUT045,2465.811819
FDA56,OUT018,1697.371184
FDN27,OUT046,1621.616812
FDM20,OUT049,4308.962411
FDO16,OUT017,1416.569629
FDL03,OUT035,3314.034803
FDE58,OUT046,1762.45593
FDI02,OUT027,3238.145191
NCC55,OUT019,138.9655576
FDR03,OUT018,3046.533061
FDB14,OUT017,1354.995276
FDR45,OUT013,4063.534492
NCN07,OUT017,2058.288014
FDM51,OUT019,264.9205248
FDT52,OUT027,6068.914177
FDL26,OUT046,2426.863769
NCZ42,OUT046,3929.004573
DRI47,OUT019,444.4057083
FDW40,OUT013,2169.133644
FDN34,OUT046,2792.586595
FDS01,OUT035,2957.703632
NCG55,OUT045,1792.121565
FDC11,OUT035,1355.843022
FDX35,OUT018,3473.676486
NCB06,OUT046,2545.021958
FDR09,OUT019,749.9672421
FDC53,OUT017,1626.061071
FDY45,OUT013,4273.576722
FDA22,OUT010,513.1188739
FDE02,OUT035,1545.04024
FDW21,OUT045,1703.051834
FDV34,OUT046,1061.983114
FDS59,OUT049,1793.606094
NCW17,OUT017,2147.301405
NCK54,OUT046,1816.973272
FDG17,OUT019,1048.148501
FDG35,OUT017,2739.247981
FDD08,OUT010,66.55206694
NCO07,OUT017,3662.790606
FDJ10,OUT010,465.7651881
FDW36,OUT017,1660.030889
FDW21,OUT010,328.2733296
FDY19,OUT017,1898.523118
DRE03,OUT013,680.3077488
NCC55,OUT049,708.0059056
FDH52,OUT010,182.1393194
FDO09,OUT017,4576.910477
FDU43,OUT045,3985.042039
FDX09,OUT010,413.6154504
FDH40,OUT019,259.0623256
FDW58,OUT017,1676.243433
FDC47,OUT017,3813.17323
NCR41,OUT035,1497.720729
DRG49,OUT035,3995.037157
FDC52,OUT027,4126.777693
FDY13,OUT046,1112.340213
FDY35,OUT013,638.9150893
FDI35,OUT017,3150.926172
NCU18,OUT049,2373.885847
FDY33,OUT018,2327.638227
FDC15,OUT027,4116.648107
FDU01,OUT049,3127.25826
NCU42,OUT046,2802.003454
NCV29,OUT018,2530.238037
NCY30,OUT017,3133.575202
FDQ46,OUT049,1841.905795
FDG58,OUT027,4209.523652
FDK33,OUT017,3672.218596
NCD07,OUT045,1797.170752
NCX29,OUT027,3970.829646
NCT42,OUT013,2309.389338
DRN59,OUT035,765.5814444
FDI44,OUT035,1209.114331
FDA45,OUT049,2322.361875
FDP31,OUT045,829.7242666
FDY01,OUT046,1800.803047
FDT09,OUT018,1834.754844
DRH03,OUT027,2712.244128
FDA36,OUT018,2563.665501
NCF31,OUT017,2494.799369
FDG14,OUT049,2520.070194
FDG28,OUT027,6080.071963
FDU14,OUT049,4206.160057
FDY47,OUT019,399.787469
FDI56,OUT049,1389.811082
DRD01,OUT013,883.6667557
FDM22,OUT046,855.3169804
FDH33,OUT013,724.4507339
DRZ24,OUT013,1850.663891
NCQ38,OUT046,1580.405806
FDO16,OUT027,2373.060322
FDU07,OUT027,4077.414498
NCB07,OUT013,3100.94695
FDU48,OUT045,1990.293527
NCM43,OUT045,2669.977429
FDR31,OUT010,493.3146808
DRK49,OUT018,545.845327
NCI30,OUT010,776.1442183
DRD60,OUT017,3072.436112
NCG19,OUT046,3676.892265
FDH12,OUT035,1634.126051
FDM32,OUT035,1425.431634
FDM27,OUT035,2580.520956
NCU53,OUT027,4286.422345
NCQ18,OUT046,1555.087581
FDS10,OUT013,2953.620517
FDB33,OUT027,4273.252092
FDI12,OUT013,1366.372767
NCW42,OUT013,3566.1238
NCC06,OUT018,1719.077587
FDW02,OUT017,2203.646092
NCD43,OUT017,1679.495211
FDM57,OUT018,1022.311371
FDA58,OUT017,3962.262627
FDK56,OUT046,3013.692516
FDP52,OUT045,3792.145659
FDW20,OUT018,1606.462549
FDS52,OUT049,1641.297859
NCT29,OUT018,1614.376774
NCL54,OUT013,2898.950373
FDC05,OUT045,3172.941004
FDF34,OUT035,3350.847729
FDP03,OUT027,3633.527913
FDD32,OUT010,260.8628177
FDZ10,OUT045,1976.587949
FDZ40,OUT035,889.2034462
FDD51,OUT018,547.0573214
NCY30,OUT019,375.4774951
FDP58,OUT017,3589.784815
FDV49,OUT017,4527.687673
FDY24,OUT019,231.2627099
NCO55,OUT017,1721.312644
FDR13,OUT017,1946.68899
FDS51,OUT017,1037.498291
FDP26,OUT045,1553.441561
NCB54,OUT027,3540.833244
FDF32,OUT017,3341.611654
FDN31,OUT018,2699.445932
DRM48,OUT017,671.2906365
FDN20,OUT049,2795.271702
DRL01,OUT046,3890.576242
FDV56,OUT049,1746.115378
DRH13,OUT027,2971.778845
