Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1538.857849
FDW14,OUT017,1280.82027
NCN55,OUT010,742.0707165
FDQ58,OUT017,2561.683614
FDY38,OUT027,5820.508503
FDH56,OUT046,1858.888916
FDL48,OUT018,593.6461071
FDC48,OUT027,2380.661131
FDN33,OUT045,1533.991268
FDA36,OUT017,3112.809986
FDT44,OUT017,1906.924381
FDQ56,OUT045,1321.507545
NCC54,OUT019,445.5395294
FDU11,OUT049,2041.280868
DRL59,OUT013,759.7295574
FDM24,OUT049,2441.989252
FDI57,OUT045,3179.818146
DRC12,OUT018,2813.87826
NCM42,OUT027,3070.172724
FDA46,OUT010,584.8309454
FDA31,OUT013,2826.089651
NCJ31,OUT035,3811.475641
FDG52,OUT046,736.1941487
NCL19,OUT019,418.0561939
FDS10,OUT035,2988.076558
FDX22,OUT010,619.6107679
NCF19,OUT035,810.1327777
NCE06,OUT046,2454.872746
DRC27,OUT046,3847.850285
FDE21,OUT035,1924.234106
NCR42,OUT019,69.28773446
FDX51,OUT018,2886.621537
NCR06,OUT018,567.4908347
FDU31,OUT027,5556.508296
FDU59,OUT017,2608.10697
FDR03,OUT027,5296.446707
FDS49,OUT027,2437.938736
FDD48,OUT010,299.652274
NCF18,OUT017,3161.187242
NCD43,OUT027,2935.322595
NCD54,OUT018,1866.930253
FDY19,OUT010,368.0092782
NCY54,OUT017,2829.316173
NCL19,OUT018,2123.40241
FDP23,OUT010,513.9038997
FDC26,OUT013,1831.119489
FDR14,OUT010,161.834693
NCS41,OUT035,3066.009234
FDF41,OUT035,4212.334434
FDU34,OUT046,1897.242757
DRH11,OUT046,963.0747606
FDM03,OUT013,1728.346815
FDS31,OUT017,3078.678824
FDJ20,OUT017,1980.931608
FDV44,OUT027,4986.119383
FDG02,OUT049,3272.468207
FDA09,OUT013,3091.144807
FDT04,OUT013,577.7356401
FDL58,OUT019,523.1349329
FDE52,OUT045,1318.280915
FDW12,OUT035,2514.183656
FDL51,OUT017,3596.884334
NCY42,OUT027,3539.391438
FDR07,OUT017,1476.989536
FDN40,OUT045,2255.5899
FDB35,OUT027,2692.654732
FDA22,OUT017,2792.025869
NCL06,OUT046,4427.826426
FDI35,OUT013,3148.526317
NCW42,OUT045,3549.806984
NCX06,OUT049,3049.960333
FDC37,OUT027,3049.519717
FDZ14,OUT018,1710.445116
DRG49,OUT049,4315.660125
NCG06,OUT045,4113.658625
DRC36,OUT045,2788.96069
FDV21,OUT019,346.306848
FDB53,OUT046,2345.692705
DRP47,OUT019,712.2648476
FDA14,OUT013,2370.39063
DRC24,OUT035,2480.264157
FDW21,OUT018,1441.089072
NCH29,OUT046,1656.976494
FDU58,OUT013,3070.898958
FDY27,OUT017,2844.747272
FDV56,OUT035,1785.420624
FDT59,OUT046,3804.121162
FDB23,OUT046,3658.454145
FDR49,OUT045,683.8601219
FDB03,OUT010,508.5543683
FDN39,OUT045,2662.152736
FDX02,OUT027,5506.94406
FDQ16,OUT027,2946.9451
FDU35,OUT018,1431.766342
NCT29,OUT013,1985.4835
FDZ27,OUT046,743.0694674
FDN57,OUT017,2138.816876
FDA03,OUT018,2142.167076
FDZ36,OUT045,3101.644557
NCU05,OUT013,1199.266609
FDT39,OUT018,2063.411575
FDK60,OUT017,1630.441845
FDZ25,OUT017,2885.164786
FDG12,OUT046,1926.892227
DRB01,OUT019,435.5719231
NCC43,OUT027,6105.731567
FDX13,OUT019,935.6092968
FDM22,OUT049,880.7156821
FDJ03,OUT027,1577.6369
FDU14,OUT018,3561.192283
FDB33,OUT010,460.2466687
FDP27,OUT046,3157.176801
FDO38,OUT010,209.8707083
FDE28,OUT027,5714.366246
FDO27,OUT035,1599.338697
DRL23,OUT027,3031.068368
FDS28,OUT046,851.983861
FDX24,OUT013,1275.329474
FDZ02,OUT035,1586.74627
FDL46,OUT045,1709.687524
FDS60,OUT027,4490.926972
NCO06,OUT017,587.0549297
FDO16,OUT035,1444.633541
FDC60,OUT049,1540.063109
FDA48,OUT018,3254.367769
FDZ36,OUT027,4888.956826
FDK27,OUT045,1883.492312
FDW23,OUT018,585.7441464
FDM14,OUT018,1431.030524
FDM14,OUT013,1604.790789
FDW60,OUT018,2477.306943
FDE21,OUT013,1819.137642
NCM42,OUT035,1799.592738
FDY59,OUT010,235.6057986
DRI49,OUT049,1185.8554
FDT28,OUT019,380.4197895
FDQ22,OUT018,512.7931756
FDR60,OUT049,1161.120118
FDC50,OUT019,257.8916185
FDV24,OUT013,2345.556515
DRF48,OUT010,207.830019
FDQ47,OUT046,636.0991264
DRN36,OUT049,1600.584536
NCY06,OUT035,2072.930219
FDE52,OUT035,1401.075221
NCB54,OUT045,1958.197181
NCF31,OUT035,2488.617981
FDJ08,OUT027,4939.063729
NCC07,OUT017,1715.457437
NCD19,OUT027,1685.739835
FDL46,OUT049,1803.093946
FDM20,OUT045,4109.083972
NCI06,OUT010,554.4262638
DRM11,OUT035,4276.738971
NCH07,OUT018,2224.8226
FDS23,OUT013,2081.56336
FDO49,OUT018,616.6230394
FDS35,OUT049,1057.456959
DRK39,OUT045,1183.573266
DRI39,OUT049,885.0475662
FDV04,OUT017,2620.476957
NCN14,OUT035,3007.547431
FDH08,OUT013,4040.21819
FDS20,OUT046,3085.946774
FDV40,OUT049,1175.226702
FDZ48,OUT010,250.1079797
FDS24,OUT027,2378.934454
FDK44,OUT049,2837.461712
FDS48,OUT045,2376.183315
FDK26,OUT010,548.6257935
FDD23,OUT045,3231.749135
NCH54,OUT017,2655.829697
NCP14,OUT010,286.5639882
FDM60,OUT010,117.0841033
FDV24,OUT017,2390.523879
FDH08,OUT018,3490.17596
FDS12,OUT027,3525.343021
FDR39,OUT027,4736.482482
FDP12,OUT027,1323.964212
DRF60,OUT027,5822.512138
FDC09,OUT035,1691.371137
FDF50,OUT018,2947.687376
FDG28,OUT035,4221.166291
NCE19,OUT017,903.0439909
NCM53,OUT010,281.3379059
NCN18,OUT049,1825.499485
FDF32,OUT035,3347.9746
FDF11,OUT013,4100.77803
DRI59,OUT049,3847.768689
NCG54,OUT035,2753.725617
FDM44,OUT046,1549.936235
FDT57,OUT018,3465.858467
FDV24,OUT046,2320.62452
FDI50,OUT019,821.9800334
FDS09,OUT035,861.3381535
NCC31,OUT027,4132.946133
FDQ07,OUT019,590.2532481
FDC22,OUT017,3249.605702
FDZ56,OUT046,2743.286451
FDZ40,OUT019,163.6419574
FDS46,OUT027,3367.599439
DRD24,OUT045,2076.473037
FDV45,OUT017,3241.669225
FDL26,OUT045,2456.319637
FDA56,OUT018,1703.889603
FDN27,OUT046,1629.373291
FDM20,OUT049,4306.75729
FDO16,OUT017,1417.430667
FDL03,OUT035,3317.457796
FDE58,OUT046,1769.189813
FDI02,OUT027,3234.406053
NCC55,OUT019,136.4093282
FDR03,OUT018,3072.347957
FDB14,OUT017,1352.931635
FDR45,OUT013,4054.907332
NCN07,OUT017,2060.488002
FDM51,OUT019,258.8124905
FDT52,OUT027,5988.340313
FDL26,OUT046,2422.57759
NCZ42,OUT046,3916.141565
DRI47,OUT019,421.6869002
FDW40,OUT013,2159.203491
FDN34,OUT046,2785.773235
FDS01,OUT035,2969.574105
NCG55,OUT045,1803.048965
FDC11,OUT035,1355.09893
FDX35,OUT018,3471.680917
NCB06,OUT046,2541.185271
FDR09,OUT019,813.1521146
FDC53,OUT017,1625.52215
FDY45,OUT013,4293.316137
FDA22,OUT010,514.8578678
FDE02,OUT035,1544.64862
FDW21,OUT045,1696.829636
FDV34,OUT046,1061.335907
FDS59,OUT049,1795.502859
NCW17,OUT017,2149.365438
NCK54,OUT046,1816.043681
FDG17,OUT019,1060.247553
FDG35,OUT017,2772.103767
FDD08,OUT010,63.9379822
NCO07,OUT017,3677.844774
FDJ10,OUT010,463.9906118
FDW36,OUT017,1668.282824
FDW21,OUT010,318.2054931
FDY19,OUT017,1897.772174
DRE03,OUT013,683.2545174
NCC55,OUT049,702.9954378
FDH52,OUT010,181.4252179
FDO09,OUT017,4537.829436
FDU43,OUT045,3994.243603
FDX09,OUT010,401.8388069
FDH40,OUT019,252.1013942
FDW58,OUT017,1675.080477
FDC47,OUT017,3927.64602
NCR41,OUT035,1495.338478
DRG49,OUT035,4153.957812
FDC52,OUT027,4109.212369
FDY13,OUT046,1117.112759
FDY35,OUT013,621.0750576
FDI35,OUT017,3178.66542
NCU18,OUT049,2364.82697
FDY33,OUT018,2329.433977
FDC15,OUT027,4120.783974
