Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1575.63666
FDW14,OUT017,1309.492187
NCN55,OUT010,1037.145882
FDQ58,OUT017,2554.177026
FDY38,OUT027,5895.596907
FDH56,OUT046,1851.283243
FDL48,OUT018,545.3596161
FDC48,OUT027,2317.940706
FDN33,OUT045,1423.724223
FDA36,OUT017,2954.838958
FDT44,OUT017,1846.11062
FDQ56,OUT045,1319.97977
NCC54,OUT019,908.2541946
FDU11,OUT049,2060.014247
DRL59,OUT013,635.3740284
FDM24,OUT049,2516.14026
FDI57,OUT045,3333.656919
DRC12,OUT018,2815.949399
NCM42,OUT027,2968.073712
FDA46,OUT010,755.5210096
FDA31,OUT013,2860.771189
NCJ31,OUT035,3654.243057
FDG52,OUT046,786.3077955
NCL19,OUT019,413.4232651
FDS10,OUT035,2979.215809
FDX22,OUT010,826.6333401
NCF19,OUT035,844.786092
NCE06,OUT046,2420.379764
DRC27,OUT046,3778.283729
FDE21,OUT035,1969.536348
NCR42,OUT019,101.563808
FDX51,OUT018,2706.935702
NCR06,OUT018,460.0975701
FDU31,OUT027,5439.309353
FDU59,OUT017,2582.416393
FDR03,OUT027,5259.802168
FDS49,OUT027,2641.624659
FDD48,OUT010,354.80086
NCF18,OUT017,3109.180982
NCD43,OUT027,2828.828226
NCD54,OUT018,1924.359653
FDY19,OUT010,281.7677132
NCY54,OUT017,2714.90307
NCL19,OUT018,2026.246469
FDP23,OUT010,589.3338656
FDC26,OUT013,1869.338702
FDR14,OUT010,134.4019038
NCS41,OUT035,3018.01482
FDF41,OUT035,4210.862518
FDU34,OUT046,1898.539059
DRH11,OUT046,929.7658889
FDM03,OUT013,1802.241175
FDS31,OUT017,3096.425899
FDJ20,OUT017,1989.538074
FDV44,OUT027,4931.692315
FDG02,OUT049,3229.415587
FDA09,OUT013,3122.258438
FDT04,OUT013,600.3695129
FDL58,OUT019,971.044972
FDE52,OUT045,1311.717295
FDW12,OUT035,2421.796004
FDL51,OUT017,3596.587006
NCY42,OUT027,3365.6169
FDR07,OUT017,1414.465093
FDN40,OUT045,2170.664996
FDB35,OUT027,2696.138666
FDA22,OUT017,2726.026549
NCL06,OUT046,4413.54903
FDI35,OUT013,3160.297725
NCW42,OUT045,3532.840559
NCX06,OUT049,3051.182195
FDC37,OUT027,3062.035255
FDZ14,OUT018,1725.400193
DRG49,OUT049,4392.884761
NCG06,OUT045,4090.88204
DRC36,OUT045,2739.551575
FDV21,OUT019,286.9370254
FDB53,OUT046,2406.456764
DRP47,OUT019,1116.929071
FDA14,OUT013,2208.717862
DRC24,OUT035,2510.182334
FDW21,OUT018,1414.156117
NCH29,OUT046,1705.81929
FDU58,OUT013,2943.247573
FDY27,OUT017,2876.228051
FDV56,OUT035,1740.207219
FDT59,OUT046,3830.298409
FDB23,OUT046,3735.592507
FDR49,OUT045,661.3252891
FDB03,OUT010,1032.53553
FDN39,OUT045,2703.490461
FDX02,OUT027,5571.859188
FDQ16,OUT027,2919.0705
FDU35,OUT018,1458.66265
NCT29,OUT013,1970.388167
FDZ27,OUT046,793.7713542
FDN57,OUT017,2138.305121
FDA03,OUT018,2027.119414
FDZ36,OUT045,3130.634117
NCU05,OUT013,1134.322764
FDT39,OUT018,2115.038895
FDK60,OUT017,1632.602436
FDZ25,OUT017,2840.455062
FDG12,OUT046,1980.822627
DRB01,OUT019,476.8355543
NCC43,OUT027,6101.115267
FDX13,OUT019,1068.018775
FDM22,OUT049,904.3971462
FDJ03,OUT027,1674.042258
FDU14,OUT018,3746.72735
FDB33,OUT010,495.4938147
FDP27,OUT046,3178.736135
FDO38,OUT010,212.0083832
FDE28,OUT027,5763.751092
FDO27,OUT035,1527.352857
DRL23,OUT027,3048.839212
FDS28,OUT046,800.8247175
FDX24,OUT013,1127.604687
FDZ02,OUT035,1459.690857
FDL46,OUT045,1690.521197
FDS60,OUT027,4557.412653
NCO06,OUT017,493.9238493
FDO16,OUT035,1570.592774
FDC60,OUT049,1667.600205
FDA48,OUT018,3439.044631
FDZ36,OUT027,4852.650636
FDK27,OUT045,1797.077859
FDW23,OUT018,594.1072863
FDM14,OUT018,1399.225318
FDM14,OUT013,1647.263014
FDW60,OUT018,2543.333121
FDE21,OUT013,1891.274545
NCM42,OUT035,1802.335276
FDY59,OUT010,209.0129854
DRI49,OUT049,1037.537787
FDT28,OUT019,430.605583
FDQ22,OUT018,500.0229282
FDR60,OUT049,1146.516911
FDC50,OUT019,268.3932481
FDV24,OUT013,2492.385695
DRF48,OUT010,128.1855319
FDQ47,OUT046,661.8447559
DRN36,OUT049,1435.662712
NCY06,OUT035,2052.008315
FDE52,OUT035,1404.830203
NCB54,OUT045,1908.509464
NCF31,OUT035,2454.84548
FDJ08,OUT027,4834.059897
NCC07,OUT017,1640.357744
NCD19,OUT027,1532.737912
FDL46,OUT049,1747.68735
FDM20,OUT045,4140.736508
NCI06,OUT010,645.97655
DRM11,OUT035,4375.71225
NCH07,OUT018,2139.944278
FDS23,OUT013,2103.063216
FDO49,OUT018,633.8888162
FDS35,OUT049,1036.974105
DRK39,OUT045,1183.164375
DRI39,OUT049,902.7559273
FDV04,OUT017,2582.797778
NCN14,OUT035,2874.932425
FDH08,OUT013,3877.28408
FDS20,OUT046,3035.516575
FDV40,OUT049,1192.709485
FDZ48,OUT010,168.85353
FDS24,OUT027,2364.341982
FDK44,OUT049,2718.094867
FDS48,OUT045,2293.756139
FDK26,OUT010,683.8220479
FDD23,OUT045,3120.653399
NCH54,OUT017,2605.544716
NCP14,OUT010,265.9763835
FDM60,OUT010,154.6629403
FDV24,OUT017,2377.748478
FDH08,OUT018,3367.466398
FDS12,OUT027,3559.129776
FDR39,OUT027,4609.161217
FDP12,OUT027,1623.696912
DRF60,OUT027,5767.512407
FDC09,OUT035,1669.962529
FDF50,OUT018,3077.123422
FDG28,OUT035,4187.202968
NCE19,OUT017,886.7106632
NCM53,OUT010,206.3152571
NCN18,OUT049,1803.829313
FDF32,OUT035,3318.644611
FDF11,OUT013,3950.224773
DRI59,OUT049,3855.346801
