Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1555.044711
FDW14,OUT017,1207.116312
NCN55,OUT010,802.3349202
FDQ58,OUT017,2634.199259
FDY38,OUT027,6007.585173
FDH56,OUT046,1861.171564
FDL48,OUT018,563.0262981
FDC48,OUT027,2322.238359
FDN33,OUT045,1583.224854
FDA36,OUT017,3376.261988
FDT44,OUT017,1879.904455
FDQ56,OUT045,1274.588807
NCC54,OUT019,468.4819409
FDU11,OUT049,2113.447634
DRL59,OUT013,717.6766872
FDM24,OUT049,2547.101949
FDI57,OUT045,3212.843028
DRC12,OUT018,2893.130795
NCM42,OUT027,3066.347627
FDA46,OUT010,710.4991256
FDA31,OUT013,2816.141287
NCJ31,OUT035,3494.630079
FDG52,OUT046,731.5426372
NCL19,OUT019,491.5267015
FDS10,OUT035,2947.723949
FDX22,OUT010,692.7105903
NCF19,OUT035,766.3851044
NCE06,OUT046,2477.53292
DRC27,OUT046,3566.925248
FDE21,OUT035,2072.376033
NCR42,OUT019,0
FDX51,OUT018,2988.940278
NCR06,OUT018,533.0876129
FDU31,OUT027,5630.878848
FDU59,OUT017,2659.505944
FDR03,OUT027,5550.200769
FDS49,OUT027,2449.772677
FDD48,OUT010,371.2931132
NCF18,OUT017,3274.090763
NCD43,OUT027,2934.58386
NCD54,OUT018,1974.88305
FDY19,OUT010,352.219289
NCY54,OUT017,2838.42194
NCL19,OUT018,2196.144848
FDP23,OUT010,428.2034781
FDC26,OUT013,1939.028845
FDR14,OUT010,132.9904529
NCS41,OUT035,3039.83614
FDF41,OUT035,3933.351452
FDU34,OUT046,1871.967437
DRH11,OUT046,918.6727744
FDM03,OUT013,1841.526239
FDS31,OUT017,3057.645453
FDJ20,OUT017,1981.581381
FDV44,OUT027,5386.809255
FDG02,OUT049,3498.806262
FDA09,OUT013,3106.637333
FDT04,OUT013,565.9497616
FDL58,OUT019,344.546696
FDE52,OUT045,1274.150024
FDW12,OUT035,2642.815334
FDL51,OUT017,3565.837195
NCY42,OUT027,3344.68742
FDR07,OUT017,1439.785016
FDN40,OUT045,2348.788146
FDB35,OUT027,2624.092462
FDA22,OUT017,2799.804537
NCL06,OUT046,4024.005699
FDI35,OUT013,3139.964865
NCW42,OUT045,3350.575749
NCX06,OUT049,3033.848218
FDC37,OUT027,3133.723364
FDZ14,OUT018,1731.774431
DRG49,OUT049,4268.015749
NCG06,OUT045,3644.089772
DRC36,OUT045,2778.622023
FDV21,OUT019,353.9589159
FDB53,OUT046,2433.982792
DRP47,OUT019,668.6169414
FDA14,OUT013,2490.602863
DRC24,OUT035,2571.915165
FDW21,OUT018,1435.476655
NCH29,OUT046,1749.236849
FDU58,OUT013,3068.020366
FDY27,OUT017,2904.052258
FDV56,OUT035,1811.844833
FDT59,OUT046,3696.407988
FDB23,OUT046,3616.990963
FDR49,OUT045,689.3264932
FDB03,OUT010,638.1827195
FDN39,OUT045,2732.47026
FDX02,OUT027,5709.441696
FDQ16,OUT027,3111.904919
FDU35,OUT018,1485.45961
NCT29,OUT013,2001.392842
FDZ27,OUT046,706.2157311
FDN57,OUT017,2076.949468
FDA03,OUT018,2211.292924
FDZ36,OUT045,3058.956733
NCU05,OUT013,1154.89937
FDT39,OUT018,2002.821605
FDK60,OUT017,1672.395811
FDZ25,OUT017,2912.056225
FDG12,OUT046,1995.577995
DRB01,OUT019,483.3429594
NCC43,OUT027,5835.03393
FDX13,OUT019,837.0060534
FDM22,OUT049,854.0990113
FDJ03,OUT027,1532.674187
FDU14,OUT018,3338.255445
FDB33,OUT010,507.8234949
FDP27,OUT046,3345.119024
FDO38,OUT010,215.027052
FDE28,OUT027,5824.323581
FDO27,OUT035,1621.906339
DRL23,OUT027,3194.688727
FDS28,OUT046,814.7300454
FDX24,OUT013,1189.999719
FDZ02,OUT035,1573.663207
FDL46,OUT045,1774.60794
FDS60,OUT027,4496.791362
NCO06,OUT017,502.7581105
FDO16,OUT035,1403.878939
FDC60,OUT049,1523.101428
FDA48,OUT018,3270.232419
FDZ36,OUT027,5189.257728
FDK27,OUT045,1874.646367
FDW23,OUT018,562.8568141
FDM14,OUT018,1470.725964
FDM14,OUT013,1655.617083
FDW60,OUT018,2509.617314
FDE21,OUT013,1893.231783
NCM42,OUT035,1847.08655
FDY59,OUT010,218.1358175
DRI49,OUT049,1190.546029
FDT28,OUT019,407.9420932
FDQ22,OUT018,497.1062648
FDR60,OUT049,1160.784672
FDC50,OUT019,301.468807
FDV24,OUT013,2503.741216
DRF48,OUT010,177.7313872
FDQ47,OUT046,640.379371
