Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1505.585134
FDW14,OUT017,1357.853348
NCN55,OUT010,821.5157643
FDQ58,OUT017,2489.288704
FDY38,OUT027,5932.020953
FDH56,OUT046,1882.280399
FDL48,OUT018,685.2558292
FDC48,OUT027,2404.433468
FDN33,OUT045,1437.884688
FDA36,OUT017,2989.169621
FDT44,OUT017,1900.109508
FDQ56,OUT045,1401.378836
NCC54,OUT019,733.4485102
FDU11,OUT049,2087.375891
DRL59,OUT013,508.2738209
FDM24,OUT049,2549.266481
FDI57,OUT045,3270.439437
DRC12,OUT018,2819.343212
NCM42,OUT027,3086.773588
FDA46,OUT010,611.9579419
FDA31,OUT013,2870.569137
NCJ31,OUT035,3805.120837
FDG52,OUT046,848.8182949
NCL19,OUT019,452.1426928
FDS10,OUT035,2940.828572
FDX22,OUT010,642.2718651
NCF19,OUT035,899.5320555
NCE06,OUT046,2386.793374
DRC27,OUT046,3872.016429
FDE21,OUT035,1953.068498
NCR42,OUT019,0
FDX51,OUT018,2689.591222
NCR06,OUT018,545.3699515
FDU31,OUT027,5693.639402
FDU59,OUT017,2507.882729
FDR03,OUT027,5181.785428
FDS49,OUT027,2598.378897
FDD48,OUT010,306.7308532
NCF18,OUT017,3106.550055
NCD43,OUT027,2820.733665
NCD54,OUT018,1934.433243
FDY19,OUT010,321.869
NCY54,OUT017,2678.1906
NCL19,OUT018,2058.707085
FDP23,OUT010,385.5117416
FDC26,OUT013,1919.945672
FDR14,OUT010,65.27605836
NCS41,OUT035,2965.209699
FDF41,OUT035,4155.194887
FDU34,OUT046,1994.456149
DRH11,OUT046,951.7081721
FDM03,OUT013,1885.163242
FDS31,OUT017,3040.889334
FDJ20,OUT017,2026.420893
FDV44,OUT027,4802.385584
FDG02,OUT049,3152.933321
FDA09,OUT013,2991.22
FDT04,OUT013,633.9930073
FDL58,OUT019,918.7677107
FDE52,OUT045,1264.909909
FDW12,OUT035,2398.37507
FDL51,OUT017,3581.738016
NCY42,OUT027,3604.065652
FDR07,OUT017,1560.761096
FDN40,OUT045,2124.958909
FDB35,OUT027,2747.221382
FDA22,OUT017,2612.341128
NCL06,OUT046,4425.88766
FDI35,OUT013,3032.497706
NCW42,OUT045,3549.930324
NCX06,OUT049,3010.56994
FDC37,OUT027,3071.723101
FDZ14,OUT018,1816.773096
DRG49,OUT049,4261.588995
NCG06,OUT045,4215.38377
DRC36,OUT045,2712.430787
FDV21,OUT019,387.4932521
FDB53,OUT046,2424.74354
DRP47,OUT019,625.961388
FDA14,OUT013,2219.39462
DRC24,OUT035,2500.605455
FDW21,OUT018,1498.476363
