Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1562.703591
FDW14,OUT017,1294.234285
NCN55,OUT010,749.8565477
FDQ58,OUT017,2539.346959
FDY38,OUT027,5845.852878
FDH56,OUT046,1833.316571
FDL48,OUT018,551.4610542
FDC48,OUT027,2354.093706
FDN33,OUT045,1534.180414
FDA36,OUT017,3073.734163
FDT44,OUT017,1855.057813
FDQ56,OUT045,1293.075576
NCC54,OUT019,516.0861068
FDU11,OUT049,2071.432459
DRL59,OUT013,773.5843276
FDM24,OUT049,2454.685168
FDI57,OUT045,3169.315258
DRC12,OUT018,2800.473008
NCM42,OUT027,2993.556548
FDA46,OUT010,626.0961471
FDA31,OUT013,2823.738015
NCJ31,OUT035,3825.217576
FDG52,OUT046,744.7696555
NCL19,OUT019,455.522803
FDS10,OUT035,2970.94536
FDX22,OUT010,791.6626065
NCF19,OUT035,811.7013219
NCE06,OUT046,2428.427173
DRC27,OUT046,3843.866309
FDE21,OUT035,1957.438877
NCR42,OUT019,83.84683973
FDX51,OUT018,2843.018782
NCR06,OUT018,535.2213738
FDU31,OUT027,5491.640207
FDU59,OUT017,2576.409897
FDR03,OUT027,5204.633783
FDS49,OUT027,2482.802842
FDD48,OUT010,274.3061531
NCF18,OUT017,3131.483597
NCD43,OUT027,2914.151444
NCD54,OUT018,1911.857079
FDY19,OUT010,367.1998333
NCY54,OUT017,2800.060595
NCL19,OUT018,2093.750026
FDP23,OUT010,418.2401657
FDC26,OUT013,1859.995263
FDR14,OUT010,152.8314625
NCS41,OUT035,3067.111295
FDF41,OUT035,4216.581101
FDU34,OUT046,1885.962453
DRH11,OUT046,952.9154373
FDM03,OUT013,1747.576061
FDS31,OUT017,3051.738606
FDJ20,OUT017,1969.61464
FDV44,OUT027,4905.263675
FDG02,OUT049,3240.794783
FDA09,OUT013,3100.536966
FDT04,OUT013,583.0939872
FDL58,OUT019,560.6521015
FDE52,OUT045,1318.981274
FDW12,OUT035,2498.256201
FDL51,OUT017,3597.440766
NCY42,OUT027,3464.60973
FDR07,OUT017,1460.076906
FDN40,OUT045,2240.132445
FDB35,OUT027,2689.103189
FDA22,OUT017,2736.211924
NCL06,OUT046,4454.431162
FDI35,OUT013,3113.886866
NCW42,OUT045,3564.240576
NCX06,OUT049,3048.899003
FDC37,OUT027,3055.467313
FDZ14,OUT018,1733.206519
DRG49,OUT049,4292.891203
NCG06,OUT045,4012.669228
DRC36,OUT045,2776.595752
FDV21,OUT019,306.8738631
FDB53,OUT046,2343.692755
DRP47,OUT019,773.8863934
FDA14,OUT013,2355.873787
DRC24,OUT035,2502.820485
FDW21,OUT018,1442.683637
NCH29,OUT046,1673.471124
FDU58,OUT013,3058.092759
FDY27,OUT017,2875.104084
FDV56,OUT035,1775.108938
FDT59,OUT046,3804.942207
FDB23,OUT046,3671.444681
FDR49,OUT045,678.1824803
FDB03,OUT010,657.5341566
FDN39,OUT045,2669.055037
FDX02,OUT027,5498.35216
FDQ16,OUT027,2901.475069
FDU35,OUT018,1419.936553
NCT29,OUT013,1983.809441
FDZ27,OUT046,730.4526268
FDN57,OUT017,2127.864808
FDA03,OUT018,2129.234228
FDZ36,OUT045,3125.127056
NCU05,OUT013,1227.743563
FDT39,OUT018,2008.008734
FDK60,OUT017,1608.201992
FDZ25,OUT017,2882.752805
FDG12,OUT046,2024.29871
DRB01,OUT019,439.3558945
NCC43,OUT027,6177.140701
FDX13,OUT019,812.7148446
FDM22,OUT049,864.3738183
FDJ03,OUT027,1638.630745
FDU14,OUT018,3752.024956
FDB33,OUT010,472.1896515
FDP27,OUT046,3157.474365
FDO38,OUT010,206.4552963
FDE28,OUT027,5696.424939
FDO27,OUT035,1576.343184
DRL23,OUT027,3066.568127
FDS28,OUT046,850.431404
FDX24,OUT013,1269.198733
FDZ02,OUT035,1549.423219
FDL46,OUT045,1730.772624
FDS60,OUT027,4535.776586
NCO06,OUT017,560.5585455
FDO16,OUT035,1444.311562
FDC60,OUT049,1550.799926
FDA48,OUT018,3281.895449
FDZ36,OUT027,4867.506826
FDK27,OUT045,1894.002027
FDW23,OUT018,578.6414009
FDM14,OUT018,1424.478246
FDM14,OUT013,1645.815103
FDW60,OUT018,2602.800313
FDE21,OUT013,1852.483124
NCM42,OUT035,1798.246904
FDY59,OUT010,228.9761793
DRI49,OUT049,1199.422007
FDT28,OUT019,365.7073268
FDQ22,OUT018,497.5844422
FDR60,OUT049,1176.060756
FDC50,OUT019,234.0518194
FDV24,OUT013,2393.479656
DRF48,OUT010,144.1465719
FDQ47,OUT046,671.6068067
DRN36,OUT049,1532.234568
NCY06,OUT035,2083.095305
FDE52,OUT035,1398.188192
NCB54,OUT045,1959.831587
NCF31,OUT035,2474.671602
FDJ08,OUT027,4890.748017
NCC07,OUT017,1687.558978
NCD19,OUT027,1684.862969
FDL46,OUT049,1764.132272
FDM20,OUT045,4144.357574
NCI06,OUT010,544.3210323
DRM11,OUT035,4292.130117
NCH07,OUT018,2204.288399
FDS23,OUT013,2059.328644
FDO49,OUT018,618.0487563
FDS35,OUT049,1080.962517
DRK39,OUT045,1176.693387
DRI39,OUT049,893.9721841
FDV04,OUT017,2582.687942
NCN14,OUT035,2977.266996
FDH08,OUT013,3981.576649
FDS20,OUT046,3051.682364
FDV40,OUT049,1163.957873
FDZ48,OUT010,242.7205504
FDS24,OUT027,2429.113522
FDK44,OUT049,2806.876647
FDS48,OUT045,2385.160577
FDK26,OUT010,521.6187049
FDD23,OUT045,3215.476717
NCH54,OUT017,2633.665768
NCP14,OUT010,249.2184402
FDM60,OUT010,102.0150198
FDV24,OUT017,2341.75147
FDH08,OUT018,3427.281455
