Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1420.307004
FDW14,OUT017,1160.93649
NCN55,OUT010,569.9790156
FDQ58,OUT017,2171.242048
FDY38,OUT027,5211.46003
FDH56,OUT046,1760.158005
FDL48,OUT018,573.5646534
FDC48,OUT027,2015.419647
FDN33,OUT045,1302.653368
FDA36,OUT017,2729.088595
FDT44,OUT017,1722.092244
FDQ56,OUT045,1295.352065
NCC54,OUT019,524.3569664
FDU11,OUT049,1974.333716
DRL59,OUT013,621.9205541
FDM24,OUT049,2275.101238
FDI57,OUT045,2739.88721
DRC12,OUT018,2544.623687
NCM42,OUT027,2710.106002
FDA46,OUT010,449.5320766
FDA31,OUT013,2661.012992
NCJ31,OUT035,3297.058264
FDG52,OUT046,656.6989212
NCL19,OUT019,333.7656788
FDS10,OUT035,2733.982874
FDX22,OUT010,471.0551084
NCF19,OUT035,691.941985
NCE06,OUT046,2277.479064
DRC27,OUT046,3338.10727
FDE21,OUT035,1897.528319
NCR42,OUT019,58.96438263
FDX51,OUT018,2609.624877
NCR06,OUT018,440.0366847
FDU31,OUT027,5178.652629
FDU59,OUT017,2282.941597
FDR03,OUT027,4931.658712
FDS49,OUT027,2245.120245
FDD48,OUT010,209.7695058
NCF18,OUT017,2766.926436
NCD43,OUT027,2296.48424
NCD54,OUT018,1801.412524
FDY19,OUT010,220.1785481
NCY54,OUT017,2531.327594
NCL19,OUT018,2033.050172
FDP23,OUT010,453.2404989
FDC26,OUT013,1646.767094
FDR14,OUT010,123.7961756
NCS41,OUT035,2806.812146
FDF41,OUT035,3497.404473
FDU34,OUT046,1815.237378
DRH11,OUT046,841.8345486
FDM03,OUT013,1568.643376
FDS31,OUT017,2790.555893
FDJ20,OUT017,1790.265736
FDV44,OUT027,4654.555607
FDG02,OUT049,2871.244342
FDA09,OUT013,2816.559821
FDT04,OUT013,532.3559482
FDL58,OUT019,551.4910485
FDE52,OUT045,1231.990305
FDW12,OUT035,2243.827085
FDL51,OUT017,3016.959377
NCY42,OUT027,2816.485373
FDR07,OUT017,1227.451799
FDN40,OUT045,2006.576257
FDB35,OUT027,2243.824355
FDA22,OUT017,2357.870429
NCL06,OUT046,3630.617279
FDI35,OUT013,2897.785139
NCW42,OUT045,3151.244237
NCX06,OUT049,2908.544451
FDC37,OUT027,2560.861601
FDZ14,OUT018,1549.331921
DRG49,OUT049,3979.938825
NCG06,OUT045,3250.094154
DRC36,OUT045,2534.551935
FDV21,OUT019,289.1039334
FDB53,OUT046,2195.836685
DRP47,OUT019,571.8856659
FDA14,OUT013,2009.445928
DRC24,OUT035,2296.617131
FDW21,OUT018,1379.827163
NCH29,OUT046,1624.552757
FDU58,OUT013,2583.398744
FDY27,OUT017,2599.443052
FDV56,OUT035,1645.960194
FDT59,OUT046,3537.451464
FDB23,OUT046,3078.028026
FDR49,OUT045,676.2319047
FDB03,OUT010,575.1514492
FDN39,OUT045,2512.405683
FDX02,OUT027,4996.517105
FDQ16,OUT027,2501.156658
FDU35,OUT018,1338.232225
NCT29,OUT013,1752.12097
FDZ27,OUT046,613.69987
FDN57,OUT017,1791.613228
FDA03,OUT018,1928.886071
FDZ36,OUT045,2856.626809
NCU05,OUT013,1022.114974
FDT39,OUT018,1993.793488
FDK60,OUT017,1411.979885
FDZ25,OUT017,2676.261395
FDG12,OUT046,1987.824705
DRB01,OUT019,459.2924236
NCC43,OUT027,4759.658267
FDX13,OUT019,559.2280203
