Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1575.15368
FDW14,OUT017,1255.378336
NCN55,OUT010,859.8792934
FDQ58,OUT017,2575.416388
FDY38,OUT027,5932.272214
FDH56,OUT046,1845.274326
FDL48,OUT018,577.5531762
FDC48,OUT027,2335.114983
FDN33,OUT045,1515.792131
FDA36,OUT017,3102.497519
FDT44,OUT017,1876.076562
FDQ56,OUT045,1286.68639
NCC54,OUT019,289.4386545
FDU11,OUT049,2050.034382
DRL59,OUT013,739.5184159
FDM24,OUT049,2489.387773
FDI57,OUT045,3169.580235
DRC12,OUT018,2769.93826
NCM42,OUT027,2958.84192
FDA46,OUT010,676.9421491
FDA31,OUT013,2842.962676
NCJ31,OUT035,3805.568656
FDG52,OUT046,769.7236413
NCL19,OUT019,466.9870351
FDS10,OUT035,2966.47453
FDX22,OUT010,622.3093234
NCF19,OUT035,819.4279948
NCE06,OUT046,2435.332558
DRC27,OUT046,3907.431025
FDE21,OUT035,1944.2445
NCR42,OUT019,36.99408389
FDX51,OUT018,2823.350508
NCR06,OUT018,534.7154242
FDU31,OUT027,5347.286308
FDU59,OUT017,2579.692107
FDR03,OUT027,5195.505555
FDS49,OUT027,2529.777225
FDD48,OUT010,292.108288
NCF18,OUT017,3149.573276
NCD43,OUT027,2941.183893
NCD54,OUT018,1957.155557
FDY19,OUT010,330.552493
NCY54,OUT017,2795.821484
NCL19,OUT018,2052.33113
FDP23,OUT010,451.9362371
FDC26,OUT013,1856.530718
FDR14,OUT010,141.2097668
NCS41,OUT035,3037.632675
FDF41,OUT035,4217.166162
FDU34,OUT046,1858.186585
DRH11,OUT046,973.1050931
FDM03,OUT013,1776.247189
FDS31,OUT017,3085.836206
FDJ20,OUT017,1982.836978
FDV44,OUT027,4715.988144
FDG02,OUT049,3230.312503
FDA09,OUT013,3120.070763
FDT04,OUT013,610.4571866
FDL58,OUT019,372.4709121
FDE52,OUT045,1300.646889
FDW12,OUT035,2436.154613
FDL51,OUT017,3632.521831
NCY42,OUT027,3472.59387
FDR07,OUT017,1430.24658
FDN40,OUT045,2214.737508
FDB35,OUT027,2712.190831
FDA22,OUT017,2725.439388
NCL06,OUT046,4458.181325
FDI35,OUT013,3129.678304
NCW42,OUT045,3523.984503
NCX06,OUT049,3055.866474
FDC37,OUT027,3065.147773
FDZ14,OUT018,1700.528106
DRG49,OUT049,4480.047836
NCG06,OUT045,4185.103356
DRC36,OUT045,2786.62093
FDV21,OUT019,339.168385
FDB53,OUT046,2341.320655
DRP47,OUT019,725.0110073
FDA14,OUT013,2309.889742
DRC24,OUT035,2510.382267
FDW21,OUT018,1383.690945
NCH29,OUT046,1662.584042
FDU58,OUT013,3129.745976
FDY27,OUT017,2895.414896
FDV56,OUT035,1785.257879
FDT59,OUT046,3809.397883
FDB23,OUT046,3715.829284
FDR49,OUT045,665.7193852
FDB03,OUT010,778.6529033
FDN39,OUT045,2680.28183
FDX02,OUT027,5464.085643
FDQ16,OUT027,2948.299555
FDU35,OUT018,1421.178831
NCT29,OUT013,1977.194416
FDZ27,OUT046,782.5038537
FDN57,OUT017,2138.645315
FDA03,OUT018,2069.456052
FDZ36,OUT045,3151.541218
NCU05,OUT013,1204.282221
FDT39,OUT018,2023.075159
FDK60,OUT017,1593.782828
FDZ25,OUT017,2887.028063
FDG12,OUT046,1989.27873
DRB01,OUT019,691.0644661
NCC43,OUT027,6078.082589
FDX13,OUT019,769.3724362
FDM22,OUT049,875.9041667
FDJ03,OUT027,1646.848279
FDU14,OUT018,3655.706081
FDB33,OUT010,519.7839807
FDP27,OUT046,3119.912949
FDO38,OUT010,212.0779124
FDE28,OUT027,5547.410472
FDO27,OUT035,1504.643525
DRL23,OUT027,3035.017932
FDS28,OUT046,864.4178422
FDX24,OUT013,1161.162639
FDZ02,OUT035,1549.514986
FDL46,OUT045,1793.543909
FDS60,OUT027,4565.889481
NCO06,OUT017,567.756411
FDO16,OUT035,1491.898501
FDC60,OUT049,1566.175722
FDA48,OUT018,3348.459314
FDZ36,OUT027,4869.612868
FDK27,OUT045,1859.831224
FDW23,OUT018,636.6394521
FDM14,OUT018,1431.265803
FDM14,OUT013,1614.363489
FDW60,OUT018,2569.687152
FDE21,OUT013,1854.638643
NCM42,OUT035,1791.190999
FDY59,OUT010,234.3879744
DRI49,OUT049,1214.143162
FDT28,OUT019,356.0280643
FDQ22,OUT018,547.1607948
FDR60,OUT049,1147.828029
FDC50,OUT019,283.8414358
FDV24,OUT013,2432.246618
