Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1544.587645
FDW14,OUT017,1303.322211
NCN55,OUT010,961.6437493
FDQ58,OUT017,2489.892301
FDY38,OUT027,5807.328685
FDH56,OUT046,1833.589954
FDL48,OUT018,604.3246043
FDC48,OUT027,2334.331361
FDN33,OUT045,1418.462522
FDA36,OUT017,2993.615392
FDT44,OUT017,1876.615135
FDQ56,OUT045,1331.899611
NCC54,OUT019,894.0562474
FDU11,OUT049,2092.469382
DRL59,OUT013,645.528326
FDM24,OUT049,2500.388835
FDI57,OUT045,3226.155017
DRC12,OUT018,2871.011531
NCM42,OUT027,2992.065245
FDA46,OUT010,717.8986276
FDA31,OUT013,2900.030228
NCJ31,OUT035,3778.339414
FDG52,OUT046,786.8318068
NCL19,OUT019,431.6629916
FDS10,OUT035,2970.233425
FDX22,OUT010,809.3020424
NCF19,OUT035,823.353943
NCE06,OUT046,2391.997808
DRC27,OUT046,3753.61734
FDE21,OUT035,1969.075115
NCR42,OUT019,74.95047279
FDX51,OUT018,2674.57523
NCR06,OUT018,515.0005204
FDU31,OUT027,5444.917804
FDU59,OUT017,2486.696909
FDR03,OUT027,5299.984836
FDS49,OUT027,2588.104751
FDD48,OUT010,290.5222726
NCF18,OUT017,3142.180083
NCD43,OUT027,2761.149616
NCD54,OUT018,1897.051073
FDY19,OUT010,289.2757718
NCY54,OUT017,2662.400024
NCL19,OUT018,2007.383282
FDP23,OUT010,672.3046297
FDC26,OUT013,1869.731563
FDR14,OUT010,142.810473
NCS41,OUT035,3032.862709
FDF41,OUT035,4228.321067
FDU34,OUT046,1943.465354
DRH11,OUT046,922.2356577
FDM03,OUT013,1808.40331
FDS31,OUT017,3084.000836
FDJ20,OUT017,2010.704845
FDV44,OUT027,4951.212874
FDG02,OUT049,3227.959044
FDA09,OUT013,3147.037104
FDT04,OUT013,607.1161519
FDL58,OUT019,1009.00137
FDE52,OUT045,1297.150024
FDW12,OUT035,2410.459109
FDL51,OUT017,3638.588636
NCY42,OUT027,3344.584265
FDR07,OUT017,1479.965472
FDN40,OUT045,2144.490806
FDB35,OUT027,2712.123358
FDA22,OUT017,2627.945493
NCL06,OUT046,4495.589218
FDI35,OUT013,3176.857384
NCW42,OUT045,3609.865081
NCX06,OUT049,3075.606798
FDC37,OUT027,3038.183615
FDZ14,OUT018,1761.461183
DRG49,OUT049,4308.965247
NCG06,OUT045,4101.604057
DRC36,OUT045,2737.862553
FDV21,OUT019,315.9000278
FDB53,OUT046,2402.802955
DRP47,OUT019,852.8847719
FDA14,OUT013,2216.381764
DRC24,OUT035,2469.020986
FDW21,OUT018,1439.198328
NCH29,OUT046,1742.490827
FDU58,OUT013,2917.401677
FDY27,OUT017,2879.07111
FDV56,OUT035,1713.146634
FDT59,OUT046,3853.641549
FDB23,OUT046,3579.149129
FDR49,OUT045,674.1116354
FDB03,OUT010,822.9193353
FDN39,OUT045,2750.330583
FDX02,OUT027,5580.81764
FDQ16,OUT027,3006.610428
FDU35,OUT018,1427.19899
NCT29,OUT013,1965.469392
FDZ27,OUT046,789.3112918
FDN57,OUT017,2140.975614
FDA03,OUT018,1975.270873
FDZ36,OUT045,3185.987546
NCU05,OUT013,1135.270688
FDT39,OUT018,2163.055578
FDK60,OUT017,1660.074517
FDZ25,OUT017,2849.885287
FDG12,OUT046,1999.435903
DRB01,OUT019,547.3372611
NCC43,OUT027,6106.148545
FDX13,OUT019,1047.888923
FDM22,OUT049,918.4728204
FDJ03,OUT027,1658.097231
FDU14,OUT018,3672.094889
FDB33,OUT010,514.1815722
FDP27,OUT046,3176.806001
FDO38,OUT010,176.910759
FDE28,OUT027,5784.787571
FDO27,OUT035,1507.493387
DRL23,OUT027,3052.722913
FDS28,OUT046,802.6155448
FDX24,OUT013,1104.403097
FDZ02,OUT035,1483.191419
FDL46,OUT045,1658.082061
FDS60,OUT027,4536.27495
NCO06,OUT017,533.0585819
FDO16,OUT035,1575.691247
FDC60,OUT049,1671.09095
FDA48,OUT018,3429.873417
FDZ36,OUT027,4883.65796
FDK27,OUT045,1791.22385
FDW23,OUT018,643.4041585
FDM14,OUT018,1422.609346
FDM14,OUT013,1699.943451
FDW60,OUT018,2563.09783
FDE21,OUT013,1937.015668
NCM42,OUT035,1810.867952
FDY59,OUT010,202.5684052
DRI49,OUT049,1122.353297
FDT28,OUT019,394.9325228
FDQ22,OUT018,539.662096
FDR60,OUT049,1138.120526
FDC50,OUT019,289.7399105
FDV24,OUT013,2493.170956
DRF48,OUT010,358.0585693
FDQ47,OUT046,698.0777886
DRN36,OUT049,1531.136637
NCY06,OUT035,2079.101785
FDE52,OUT035,1397.064367
NCB54,OUT045,1883.599387
NCF31,OUT035,2480.835684
FDJ08,OUT027,4815.64552
NCC07,OUT017,1669.602543
NCD19,OUT027,1579.906802
FDL46,OUT049,1731.427699
FDM20,OUT045,4167.760111
NCI06,OUT010,624.8268219
DRM11,OUT035,4386.258351
NCH07,OUT018,2124.690248
FDS23,OUT013,2074.604385
FDO49,OUT018,621.7191838
FDS35,OUT049,1052.188876
DRK39,OUT045,1200.963267
DRI39,OUT049,902.5355077
FDV04,OUT017,2493.978607
NCN14,OUT035,2857.707504
FDH08,OUT013,3824.980706
FDS20,OUT046,3038.562049
FDV40,OUT049,1183.654388
FDZ48,OUT010,177.5542083
FDS24,OUT027,2450.283568
FDK44,OUT049,2726.348907
FDS48,OUT045,2359.111822
FDK26,OUT010,639.3590633
FDD23,OUT045,3188.635561
NCH54,OUT017,2617.879018
NCP14,OUT010,245.0929615
FDM60,OUT010,131.6779975
FDV24,OUT017,2341.242614
FDH08,OUT018,3354.154405
FDS12,OUT027,3566.881926
FDR39,OUT027,4710.115009
FDP12,OUT027,1539.173322
DRF60,OUT027,5834.290959
FDC09,OUT035,1681.042025
FDF50,OUT018,3066.557294
FDG28,OUT035,4221.477004
NCE19,OUT017,878.9710693
NCM53,OUT010,248.0730688
NCN18,OUT049,1808.955441
FDF32,OUT035,3333.558083
FDF11,OUT013,4032.11355
DRI59,OUT049,3888.25315
NCG54,OUT035,2816.815829
FDM44,OUT046,1520.600875
FDT57,OUT018,3174.803068
FDV24,OUT046,2354.259459
FDI50,OUT019,1064.59436
FDS09,OUT035,807.0641061
NCC31,OUT027,3947.422874
FDQ07,OUT019,742.5813801
FDC22,OUT017,3179.470288
FDZ56,OUT046,2663.971258
FDZ40,OUT019,135.8542898
FDS46,OUT027,3357.329104
DRD24,OUT045,2050.43217
FDV45,OUT017,3272.843939
FDL26,OUT045,2486.505495
FDA56,OUT018,1577.843131
FDN27,OUT046,1607.204703
FDM20,OUT049,4319.146236
FDO16,OUT017,1530.618193
FDL03,OUT035,3282.140065
FDE58,OUT046,1807.578888
FDI02,OUT027,3281.654621
NCC55,OUT019,196.2490195
FDR03,OUT018,2979.207168
FDB14,OUT017,1371.854099
FDR45,OUT013,4005.607649
